< 확률과통계 or 사회탐구 응시자 기준 분석결과 >,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1) 적정점수=합격률80%인 점수, 예상점수=합격률50%인 점수, 소신점수=합격률20%인 점수",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2) 나의 점수가 적정점수 이상인 경우(=합격률80%이상)은 진한녹색. 예상점수 이상이나 적정점수 미만인 경우(=합격률50~79%) 연한녹색. 예상점수 미만인 경우 노랑색(=합격률20~49%; 소신점수 이상) 또는 붉은색(=합격률20%미만; 소신점수에도 미달), 필수과목 결격사유로 응시제한된 경우 흰색",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
모집단위,,,,나의 환산점수 및 환산점수기준 계열內전국등수(누백),,,,,2026학년도(20251113수능) 기준 지원선,,,,,,문과응시자기준 과거입시결과(합격권),,,,,,과거입시결과(상위70%),,,,,,모집군 및 정원,,,,,,,,수능반영방법,,,,,,,,,국수탐구성비 및 영어1등급대비감점,,,,,,,,,,,,,,
계열,대학교,전공,합격가능성,수능점수,내신점수,수능+내신,누백,전국등수 / 문과,적정점수,예상점수,소신점수,적정누백,예상누백,소신누백,2411 ,2311 ,2211 ,2111 ,2011 ,1911 ,2411 ,2311 ,2211 ,2111 ,2011 ,1911 ,대학구분,모집군,정원,시도,시군,학과특성,대학교(약칭),전공(약칭),선발유형,점수환산,수탐선택,수능요소,수능조합,필수,선택,가중택,탐구과목수,국어배점,수학배점,탐구배점,국어구성비,수학구성비,탐구구성비,영어1환점,영어2환점,영어3환점,영어4환점,영어5환점,영어6환점,영어7환점,영어8환점,영어9환점
문과,성신여자대학교,지리학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,433.17 ,423.37 ,415.07 ,8.63 ,11.10 ,13.50 ,9.76 ,11.38 ,9.97 ,12.59 ,15.18 ,13.31 ,8.69 ,10.01 ,9.65 ,11.95 ,13.62 ,11.89 ,성신여,나,4 ,서울,서울,인문,성신여,지리학,통합선발,성신사회,자유선택,백+백,국수영탐(2),국수영탐(2),,,2 ,150 ,125 ,125 ,38%,31%,31%,0.00 ,-3.00 ,-6.00 ,-15.00 ,-40.00 ,-60.00 ,-75.00 ,-90.00 ,-100.00 
문과,성신여자대학교,창의융합학부(자유전공),오류(영어국사),0.00 ,0.00 ,0.00 ,,,435.42 ,421.18 ,406.23 ,8.05 ,11.40 ,15.94 ,11.48 ,-,-,-,-,-,11.04 ,-,-,-,-,-,성신여,가,210 ,서울,서울,공통,성신여,창의융합(자유),통합선발,성신자전,자유선택,백+백,국수영탐(2),국수영탐(2),,,2 ,150 ,150 ,100 ,38%,38%,25%,0.00 ,-3.00 ,-6.00 ,-15.00 ,-40.00 ,-60.00 ,-75.00 ,-90.00 ,-100.00 
문과,성신여자대학교,창의융합학부(첨단분야),오류(영어국사),0.00 ,0.00 ,0.00 ,,,428.89 ,415.96 ,398.85 ,9.61 ,13.31 ,19.01 ,11.02 ,8.96 ,8.92 ,11.68 ,-,-,10.92 ,7.95 ,8.10 ,10.64 ,-,-,성신여,나,51 ,서울,서울,자연,성신여,창의융합(첨단),통합선발,성신첨단,자유선택,백+백,국수영탐(2),국수영탐(2),,,2 ,100 ,150 ,150 ,25%,38%,38%,0.00 ,-3.00 ,-6.00 ,-15.00 ,-40.00 ,-60.00 ,-75.00 ,-90.00 ,-100.00 
문과,성신여자대학교,청정신소재공학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,433.36 ,421.00 ,407.78 ,8.68 ,11.74 ,16.02 ,10.66 ,9.35 ,10.35 ,11.25 ,-,-,10.55 ,8.32 ,8.38 ,10.55 ,-,-,성신여,나,6 ,서울,서울,자연,성신여,융합에너지,통합선발,성신생명,자유선택,백+백,국수영탐(2),국수영탐(2),,,2 ,100 ,150 ,150 ,25%,38%,38%,0.00 ,-3.00 ,-6.00 ,-15.00 ,-40.00 ,-60.00 ,-75.00 ,-90.00 ,-100.00 
문과,성신여자대학교,컴퓨터공학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,443.70 ,425.37 ,406.73 ,6.89 ,10.55 ,16.34 ,8.88 ,8.91 ,9.07 ,9.08 ,-,-,7.90 ,7.93 ,7.42 ,8.68 ,-,-,성신여,나,6 ,서울,서울,자연,성신여,컴퓨터공,통합선발,성신생명,자유선택,백+백,국수영탐(2),국수영탐(2),,,2 ,100 ,150 ,150 ,25%,38%,38%,0.00 ,-3.00 ,-6.00 ,-15.00 ,-40.00 ,-60.00 ,-75.00 ,-90.00 ,-100.00 
문과,성신여자대학교,프랑스어문문화학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,439.06 ,429.41 ,423.50 ,8.77 ,11.48 ,13.65 ,9.53 ,11.59 ,10.34 ,13.44 ,14.69 ,12.98 ,8.48 ,10.33 ,10.25 ,12.91 ,13.17 ,11.41 ,성신여,나,4 ,서울,서울,인문,성신여,프랑스어문,통합선발,성신인문,자유선택,백+백,국수영탐(2),국수영탐(2),,,2 ,150 ,100 ,100 ,43%,29%,29%,0.00 ,-4.50 ,-9.00 ,-22.50 ,-60.00 ,-90.00 ,-112.50 ,-135.00 ,-150.00 
문과,성신여자대학교,한문교육과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,434.90 ,423.78 ,415.04 ,8.53 ,11.37 ,13.92 ,12.00 ,9.98 ,10.17 ,13.38 ,15.43 ,12.94 ,10.69 ,8.88 ,9.68 ,13.26 ,13.85 ,11.55 ,성신여,가,6 ,서울,서울,인문,성신여,한문교육,통합선발,성신교육,자유선택,백+백,국수영탐(2),국수영탐(2),,,2 ,150 ,100 ,150 ,38%,25%,38%,0.00 ,-3.00 ,-6.00 ,-15.00 ,-40.00 ,-60.00 ,-75.00 ,-90.00 ,-100.00 
문과,성신여자대학교,화학에너지융합학부,오류(영어국사),0.00 ,0.00 ,0.00 ,,,427.47 ,412.86 ,389.30 ,10.02 ,14.19 ,22.10 ,9.96 ,11.22 ,8.92 ,11.68 ,-,-,9.10 ,9.97 ,8.10 ,10.64 ,-,-,성신여,가,5 ,서울,서울,자연,성신여,화학에너지,통합선발,성신생명,자유선택,백+백,국수영탐(2),국수영탐(2),,,2 ,100 ,150 ,150 ,25%,38%,38%,0.00 ,-3.00 ,-6.00 ,-15.00 ,-40.00 ,-60.00 ,-75.00 ,-90.00 ,-100.00 
문과,세명대학교,간호학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,876.00 ,808.00 ,741.72 ,16.48 ,31.18 ,42.79 ,32.90 ,32.66 ,34.67 ,26.21 ,-,-,-,-,-,-,-,-,세명대,다,15 ,충북,제천,공통,세명대,간호,통합선발,세명간호,자유선택,백+백,국수탐(1)中택2+영한中택1,,국수탐(1)中택2+영한中택1,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-20.00 ,-40.00 ,-60.00 ,-80.00 ,-100.00 ,-120.00 ,-140.00 ,-160.00 
문과,세명대학교,건설환경공학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,608.79 ,394.52 ,347.62 ,61.83 ,82.31 ,85.90 ,89.39 ,90.67 ,85.46 ,82.58 ,-,-,-,-,-,-,-,-,세명대,수시이월,0 ,충북,제천,자연,세명대,토목,통합선발,세명통합,자유선택,백+백,국수영탐탐中택2,,국수영탐탐中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
문과,세명대학교,건축학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,631.70 ,429.95 ,348.33 ,58.76 ,79.60 ,85.85 ,79.55 ,80.57 ,80.76 ,79.89 ,-,-,-,-,-,-,-,-,세명대,나,1 ,충북,제천,자연,세명대,건축학과,통합선발,세명통합,자유선택,백+백,국수영탐탐中택2,,국수영탐탐中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
문과,세명대학교,경영학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,641.65 ,442.60 ,309.31 ,57.79 ,78.83 ,88.53 ,78.48 ,84.18 ,75.50 ,61.82 ,73.62 ,63.72 ,-,-,-,-,-,60.48 ,세명대,나,2 ,충북,제천,인문,세명대,경영학과,통합선발,세명통합,자유선택,백+백,국수영탐탐中택2,,국수영탐탐中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
문과,세명대학교,경찰학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,781.39 ,699.83 ,496.63 ,35.86 ,49.63 ,73.66 ,51.12 ,43.67 ,81.13 ,58.68 ,83.61 ,37.90 ,-,-,-,-,-,35.24 ,세명대,다,1 ,충북,제천,인문,세명대,경찰학,통합선발,세명통합,자유선택,백+백,국수영탐탐中택2,,국수영탐탐中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
문과,세명대학교,관광경영학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,562.09 ,327.08 ,263.31 ,66.31 ,87.25 ,91.08 ,82.74 ,85.24 ,87.00 ,94.54 ,90.80 ,57.42 ,-,-,-,-,-,53.57 ,세명대,수시이월,0 ,충북,제천,인문,세명대,관광외식경영,통합선발,세명통합,자유선택,백+백,국수영탐탐中택2,,국수영탐탐中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
문과,세명대학교,광고홍보학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,621.24 ,405.80 ,303.23 ,59.86 ,81.44 ,88.75 ,80.93 ,84.46 ,77.43 ,79.89 ,78.22 ,64.36 ,-,-,-,-,-,59.80 ,세명대,수시이월,0 ,충북,제천,인문,세명대,광고홍보,통합선발,세명통합,자유선택,백+백,국수영탐탐中택2,,국수영탐탐中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
문과,세명대학교,글로벌물류학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,598.06 ,374.96 ,288.46 ,63.49 ,83.69 ,89.67 ,77.44 ,83.81 ,81.08 ,91.71 ,78.00 ,63.72 ,-,-,-,-,-,59.12 ,세명대,수시이월,0 ,충북,제천,인문,세명대,무역경영,통합선발,세명통합,자유선택,백+백,국수영탐탐中택2,,국수영탐탐中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
문과,세명대학교,도시경제부동산학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,546.11 ,296.39 ,261.18 ,67.38 ,89.00 ,91.19 ,87.74 ,92.74 ,80.76 ,95.56 ,82.56 ,70.18 ,-,-,-,-,-,67.60 ,세명대,수시이월,0 ,충북,제천,인문,세명대,도시부동산,통합선발,세명통합,자유선택,백+백,국수영탐탐中택2,,국수영탐탐中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
문과,세명대학교,동물보건학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,657.81 ,459.44 ,354.54 ,55.65 ,77.69 ,85.42 ,83.02 ,80.82 ,75.97 ,68.76 ,-,-,-,-,-,-,-,-,세명대,다,1 ,충북,제천,자연,세명대,동물바이오,통합선발,세명통합,자유선택,백+백,국수영탐탐中택2,,국수영탐탐中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
문과,세명대학교,미디어콘텐츠창작학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,629.95 ,415.71 ,301.42 ,58.87 ,80.86 ,88.81 ,53.35 ,79.63 ,87.92 ,83.09 ,79.56 ,65.85 ,-,-,-,-,-,59.10 ,세명대,나,1 ,충북,제천,인문,세명대,미디어콘텐츠,통합선발,세명통합,자유선택,백+백,국수영탐탐中택2,,국수영탐탐中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
문과,세명대학교,바이오식품영양학부,오류(영어국사),0.00 ,0.00 ,0.00 ,,,610.24 ,395.03 ,347.61 ,61.34 ,82.26 ,85.90 ,81.23 ,84.46 ,87.33 ,86.06 ,-,-,-,-,-,-,-,-,세명대,수시이월,0 ,충북,제천,자연,세명대,바이오식품,통합선발,세명통합,자유선택,백+백,국수영탐탐中택2,,국수영탐탐中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
문과,세명대학교,바이오제약산업학부,오류(영어국사),0.00 ,0.00 ,0.00 ,,,620.73 ,413.77 ,347.98 ,59.90 ,80.99 ,85.87 ,76.73 ,82.97 ,81.32 ,81.07 ,-,-,-,-,-,-,-,-,세명대,수시이월,0 ,충북,제천,자연,세명대,바이오제약,통합선발,세명통합,자유선택,백+백,국수영탐탐中택2,,국수영탐탐中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
문과,세명대학교,반려동물산업학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,608.40 ,394.35 ,347.48 ,61.86 ,82.33 ,85.91 ,89.39 ,91.36 ,85.46 ,82.96 ,-,-,-,-,-,-,-,-,세명대,나,1 ,충북,제천,공통,세명대,반려동물산업학과,통합선발,세명통합,자유선택,백+백,국수영탐탐中택2,,국수영탐탐中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
문과,세명대학교,법학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,617.02 ,399.11 ,301.71 ,60.60 ,81.85 ,88.80 ,74.83 ,75.50 ,85.00 ,89.44 ,86.73 ,58.79 ,-,-,-,-,-,55.51 ,세명대,수시이월,0 ,충북,제천,인문,세명대,법학,통합선발,세명통합,자유선택,백+백,국수영탐탐中택2,,국수영탐탐中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
문과,세명대학교,보건안전학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,606.13 ,393.59 ,347.50 ,62.02 ,82.41 ,85.90 ,76.05 ,85.91 ,91.59 ,92.59 ,-,-,-,-,-,-,-,-,세명대,수시이월,0 ,충북,제천,자연,세명대,보건안전,통합선발,세명통합,자유선택,백+백,국수영탐탐中택2,,국수영탐탐中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
문과,세명대학교,뷰티케어학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,602.55 ,392.22 ,347.41 ,62.78 ,82.54 ,85.91 ,89.39 ,91.36 ,91.59 ,92.59 ,-,-,-,-,-,-,-,-,세명대,수시이월,0 ,충북,제천,공통,세명대,뷰티케어,통합선발,세명통합,자유선택,백+백,국수영탐탐中택2,,국수영탐탐中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
문과,세명대학교,사회복지학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,612.94 ,392.49 ,294.08 ,61.21 ,82.52 ,89.13 ,79.93 ,88.22 ,80.35 ,77.73 ,78.47 ,61.19 ,-,-,-,-,-,56.98 ,세명대,나,1 ,충북,제천,인문,세명대,사회복지,통합선발,세명통합,자유선택,백+백,국수영탐탐中택2,,국수영탐탐中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
문과,세명대학교,산업디자인학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,614.47 ,394.57 ,291.90 ,61.14 ,82.31 ,89.34 ,90.04 ,81.48 ,85.09 ,82.42 ,81.10 ,62.60 ,-,-,-,-,-,57.81 ,세명대,나,1 ,충북,제천,인문,세명대,산업디자인,통합선발,세명통합,자유선택,백+백,국수영탐탐中택2,,국수영탐탐中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
문과,세명대학교,상담심리학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,630.04 ,416.15 ,306.09 ,58.86 ,80.82 ,88.65 ,69.98 ,80.24 ,85.09 ,82.42 ,81.10 ,62.60 ,-,-,-,-,-,57.81 ,세명대,수시이월,0 ,충북,제천,인문,세명대,상담심리학과,통합선발,세명통합,자유선택,백+백,국수영탐탐中택2,,국수영탐탐中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
문과,세명대학교,소방방재학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,660.01 ,395.27 ,264.20 ,55.00 ,82.24 ,91.04 ,77.40 ,87.78 ,85.09 ,67.52 ,71.23 ,56.63 ,-,-,-,-,-,52.62 ,세명대,나,3 ,충북,제천,공통,세명대,소방방재학과,통합선발,세명통합,자유선택,백+백,국수영탐탐中택2,,국수영탐탐中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
문과,세명대학교,스마트IT학부,오류(영어국사),0.00 ,0.00 ,0.00 ,,,610.51 ,395.16 ,347.53 ,61.33 ,82.25 ,85.90 ,76.05 ,86.35 ,86.67 ,86.67 ,-,-,-,-,-,-,-,-,세명대,다,10 ,충북,제천,자연,세명대,스마트IT,통합선발,세명통합,자유선택,백+백,국수영탐탐中택2,,국수영탐탐中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
문과,세명대학교,시각영상디자인학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,624.00 ,408.27 ,302.77 ,59.66 ,81.30 ,88.77 ,73.07 ,81.48 ,85.09 ,82.42 ,81.10 ,62.60 ,-,-,-,-,-,57.81 ,세명대,수시이월,0 ,충북,제천,인문,세명대,시각영상디자인,통합선발,세명통합,자유선택,백+백,국수영탐탐中택2,,국수영탐탐中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
문과,세명대학교,실내디자인학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,655.55 ,392.91 ,326.45 ,55.74 ,82.47 ,87.29 ,87.07 ,86.84 ,91.59 ,82.42 ,81.10 ,62.60 ,-,-,-,-,-,57.81 ,세명대,나,1 ,충북,제천,공통,세명대,실내디자인,통합선발,세명통합,자유선택,백+백,국수영탐탐中택2,,국수영탐탐中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
문과,세명대학교,영화웹툰애니메이션학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,695.00 ,449.74 ,332.27 ,50.20 ,78.48 ,86.92 ,62.72 ,77.88 ,91.14 ,82.42 ,81.10 ,62.60 ,-,-,-,-,-,57.81 ,세명대,수시이월,0 ,충북,제천,공통,세명대,영화웹툰애니,통합선발,세명통합,자유선택,백+백,국수영탐탐中택2,,국수영탐탐中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
문과,세명대학교,외국어학부,오류(영어국사),0.00 ,0.00 ,0.00 ,,,569.05 ,340.19 ,271.69 ,65.75 ,86.41 ,90.67 ,80.93 ,82.18 ,87.00 ,92.05 ,82.75 ,76.34 ,-,-,-,-,-,69.95 ,세명대,수시이월,0 ,충북,제천,인문,세명대,글로벌언어,통합선발,세명통합,자유선택,백+백,국수영탐탐中택2,,국수영탐탐中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
문과,세명대학교,임상병리학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,802.62 ,735.16 ,637.91 ,32.31 ,44.11 ,59.00 ,53.68 ,41.37 ,46.81 ,61.82 ,-,-,-,-,-,-,-,-,세명대,나,5 ,충북,제천,자연,세명대,임상병리,통합선발,세명간호,자유선택,백+백,국수탐(1)中택2+영한中택1,,국수탐(1)中택2+영한中택1,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-20.00 ,-40.00 ,-60.00 ,-80.00 ,-100.00 ,-120.00 ,-140.00 ,-160.00 
문과,세명대학교,자율전공학부,오류(영어국사),0.00 ,0.00 ,0.00 ,,,694.22 ,400.93 ,267.16 ,50.23 ,81.72 ,90.89 ,73.70 ,-,-,-,-,-,-,-,-,-,-,-,세명대,수시이월,0 ,충북,제천,공통,세명대,자율전공학부,통합선발,세명통합,자유선택,백+백,국수영탐탐中택2,,국수영탐탐中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
문과,세명대학교,작업치료학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,695.00 ,526.07 ,364.39 ,50.20 ,70.34 ,84.23 ,69.79 ,81.07 ,67.17 ,63.90 ,-,-,-,-,-,-,-,-,세명대,수시이월,0 ,충북,제천,자연,세명대,작업치료,통합선발,세명통합,자유선택,백+백,국수영탐탐中택2,,국수영탐탐中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
문과,세명대학교,재난안전학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,676.85 ,388.41 ,343.89 ,52.48 ,82.86 ,86.16 ,89.39 ,-,-,-,-,-,-,-,-,-,-,-,세명대,수시이월,0 ,충북,제천,자연,세명대,재난안전학과,통합선발,세명통합,자유선택,백+백,국수영탐탐中택2,,국수영탐탐中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
문과,세명대학교,전기전자공학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,611.38 ,395.34 ,347.61 ,61.29 ,82.23 ,85.90 ,73.07 ,89.77 ,86.35 ,85.77 ,-,-,-,-,-,-,-,-,세명대,수시이월,0 ,충북,제천,자연,세명대,전기전자공학과,통합선발,세명통합,자유선택,백+백,국수영탐탐中택2,,국수영탐탐中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
문과,세명대학교,컴퓨터학부,오류(영어국사),0.00 ,0.00 ,0.00 ,,,613.23 ,396.04 ,347.56 ,61.20 ,82.16 ,85.90 ,80.93 ,81.96 ,86.35 ,83.28 ,-,-,-,-,-,-,-,-,세명대,나,5 ,충북,제천,자연,세명대,컴퓨터,통합선발,세명통합,자유선택,백+백,국수영탐탐中택2,,국수영탐탐中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
문과,세명대학교,패션디자인학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,579.51 ,352.77 ,259.18 ,65.07 ,85.54 ,91.29 ,54.52 ,90.22 ,94.63 ,82.42 ,81.10 ,62.60 ,-,-,-,-,-,57.81 ,세명대,다,1 ,충북,제천,인문,세명대,패션디자인,통합선발,세명통합,자유선택,백+백,국수영탐탐中택2,,국수영탐탐中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
문과,세명대학교,항공서비스학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,534.69 ,294.41 ,260.30 ,68.76 ,89.10 ,91.23 ,-,-,-,94.42 ,90.80 ,82.96 ,-,-,-,-,-,63.57 ,세명대,수시이월,0 ,충북,제천,인문,세명대,항공서비스,통합선발,세명통합,자유선택,백+백,국수영탐탐中택2,,국수영탐탐中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
문과,세명대학교,행정학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,626.46 ,410.58 ,310.28 ,59.05 ,81.17 ,88.49 ,74.19 ,81.48 ,85.09 ,82.01 ,84.75 ,71.94 ,-,-,-,-,-,62.52 ,세명대,수시이월,0 ,충북,제천,인문,세명대,행정,통합선발,세명통합,자유선택,백+백,국수영탐탐中택2,,국수영탐탐中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
문과,세명대학교,호텔경영학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,562.56 ,327.48 ,263.71 ,66.26 ,87.23 ,91.07 ,82.74 ,85.24 ,87.00 ,90.37 ,90.80 ,57.42 ,-,-,-,-,-,53.57 ,세명대,수시이월,0 ,충북,제천,인문,세명대,호텔경영학과,통합선발,세명통합,자유선택,백+백,국수영탐탐中택2,,국수영탐탐中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
문과,세명대학교,화장품학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,607.62 ,393.99 ,347.57 ,61.92 ,82.37 ,85.90 ,84.14 ,91.36 ,85.77 ,75.18 ,-,-,-,-,-,-,-,-,세명대,수시이월,0 ,충북,제천,자연,세명대,화장품학,통합선발,세명통합,자유선택,백+백,국수영탐탐中택2,,국수영탐탐中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
문과,세명대학교,환경에너지학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,611.84 ,395.64 ,347.70 ,61.27 ,82.20 ,85.89 ,81.58 ,86.47 ,85.46 ,78.31 ,-,-,-,-,-,-,-,-,세명대,수시이월,0 ,충북,제천,자연,세명대,바이오환경,통합선발,세명통합,자유선택,백+백,국수영탐탐中택2,,국수영탐탐中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
