< 확률과통계 or 사회탐구 응시자 기준 분석결과 >,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1) 적정점수=합격률80%인 점수, 예상점수=합격률50%인 점수, 소신점수=합격률20%인 점수",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2) 나의 점수가 적정점수 이상인 경우(=합격률80%이상)은 진한녹색. 예상점수 이상이나 적정점수 미만인 경우(=합격률50~79%) 연한녹색. 예상점수 미만인 경우 노랑색(=합격률20~49%; 소신점수 이상) 또는 붉은색(=합격률20%미만; 소신점수에도 미달), 필수과목 결격사유로 응시제한된 경우 흰색",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
모집단위,,,,나의 환산점수 및 환산점수기준 계열內전국등수(누백),,,,,2026학년도(20251113수능) 기준 지원선,,,,,,문과응시자기준 과거입시결과(합격권),,,,,,과거입시결과(상위70%),,,,,,모집군 및 정원,,,,,,,,수능반영방법,,,,,,,,,국수탐구성비 및 영어1등급대비감점,,,,,,,,,,,,,,
계열,대학교,전공,합격가능성,수능점수,내신점수,수능+내신,누백,전국등수 / 문과,적정점수,예상점수,소신점수,적정누백,예상누백,소신누백,2411 ,2311 ,2211 ,2111 ,2011 ,1911 ,2411 ,2311 ,2211 ,2111 ,2011 ,1911 ,대학구분,모집군,정원,시도,시군,학과특성,대학교(약칭),전공(약칭),선발유형,점수환산,수탐선택,수능요소,수능조합,필수,선택,가중택,탐구과목수,국어배점,수학배점,탐구배점,국어구성비,수학구성비,탐구구성비,영어1환점,영어2환점,영어3환점,영어4환점,영어5환점,영어6환점,영어7환점,영어8환점,영어9환점
문과,경기대학교,소프트웨어경영대학(통합),오류(영어국사),0.00 ,0.00 ,0.00 ,,,85.24 ,81.50 ,78.02 ,10.92 ,16.65 ,21.84 ,15.35 ,14.52 ,12.64 ,16.43 ,24.04 ,16.43 ,13.78 ,12.12 ,11.09 ,15.02 ,21.88 ,14.78 ,경기대,나,39 ,경기,수원,공통,경기대,소프트웨어경영대학,통합선발,경기자연,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,30 ,35 ,15 ,38%,44%,19%,0.00 ,-0.40 ,-1.20 ,-2.80 ,-6.00 ,-10.00 ,-14.00 ,-18.00 ,-20.00 
문과,경기대학교,수학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,85.13 ,81.18 ,77.08 ,11.08 ,17.24 ,23.49 ,15.11 ,13.31 ,11.64 ,16.93 ,-,-,13.56 ,12.78 ,11.29 ,16.11 ,-,-,경기대,다,4 ,경기,수원,자연,경기대,수학,통합선발,경기자연,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,30 ,35 ,15 ,38%,44%,19%,0.00 ,-0.40 ,-1.20 ,-2.80 ,-6.00 ,-10.00 ,-14.00 ,-18.00 ,-20.00 
문과,경기대학교,스마트시티공학부,오류(영어국사),0.00 ,0.00 ,0.00 ,,,84.86 ,80.82 ,76.45 ,11.40 ,17.73 ,24.59 ,16.10 ,12.64 ,14.29 ,18.35 ,-,-,14.47 ,11.45 ,13.24 ,17.75 ,-,-,경기대,다,14 ,경기,수원,자연,경기대,스마트시티,통합선발,경기자연,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,30 ,35 ,15 ,38%,44%,19%,0.00 ,-0.40 ,-1.20 ,-2.80 ,-6.00 ,-10.00 ,-14.00 ,-18.00 ,-20.00 
문과,경기대학교,신소재화학공학부,오류(영어국사),0.00 ,0.00 ,0.00 ,,,85.13 ,81.18 ,77.08 ,11.08 ,17.23 ,23.49 ,15.26 ,14.29 ,12.30 ,16.37 ,-,-,13.69 ,10.98 ,11.15 ,15.60 ,-,-,경기대,다,27 ,경기,수원,자연,경기대,융합에너지,통합선발,경기자연,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,30 ,35 ,15 ,38%,44%,19%,0.00 ,-0.40 ,-1.20 ,-2.80 ,-6.00 ,-10.00 ,-14.00 ,-18.00 ,-20.00 
문과,경기대학교,영어영문학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,84.92 ,80.99 ,79.10 ,11.49 ,17.62 ,20.35 ,18.57 ,16.55 ,15.99 ,20.84 ,24.76 ,20.75 ,16.76 ,14.95 ,15.60 ,20.35 ,22.54 ,18.79 ,경기대,다,21 ,경기,수원,인문,경기대,영어영문,통합선발,경기인문,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,35 ,30 ,15 ,44%,38%,19%,0.00 ,-0.40 ,-1.20 ,-2.80 ,-6.00 ,-10.00 ,-14.00 ,-18.00 ,-20.00 
문과,경기대학교,유아교육과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,86.01 ,82.56 ,79.23 ,10.01 ,14.99 ,20.07 ,14.41 ,12.03 ,18.35 ,18.98 ,20.94 ,18.51 ,12.91 ,11.09 ,17.14 ,17.14 ,18.97 ,12.34 ,경기대,다,7 ,경기,수원,인문,경기대,유아교육,통합선발,경기유교,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,35 ,30 ,15 ,44%,38%,19%,0.00 ,-0.40 ,-1.20 ,-2.80 ,-6.00 ,-10.00 ,-14.00 ,-18.00 ,-20.00 
문과,경기대학교,융합과학대학(통합),오류(영어국사),0.00 ,0.00 ,0.00 ,,,84.99 ,80.93 ,76.76 ,11.30 ,17.63 ,23.95 ,15.30 ,14.04 ,12.22 ,17.77 ,-,-,13.73 ,12.77 ,11.22 ,16.22 ,-,-,경기대,나,17 ,경기,수원,자연,경기대,융합과학대학,통합선발,경기자연,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,30 ,35 ,15 ,38%,44%,19%,0.00 ,-0.40 ,-1.20 ,-2.80 ,-6.00 ,-10.00 ,-14.00 ,-18.00 ,-20.00 
문과,경기대학교,인문대학(통합),오류(영어국사),0.00 ,0.00 ,0.00 ,,,84.73 ,80.66 ,78.73 ,11.71 ,18.10 ,20.81 ,17.32 ,16.40 ,16.31 ,21.48 ,24.14 ,18.90 ,15.60 ,15.22 ,15.59 ,20.26 ,21.32 ,17.07 ,경기대,나,34 ,경기,수원,인문,경기대,인문대학,통합선발,경기인문,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,35 ,30 ,15 ,44%,38%,19%,0.00 ,-0.40 ,-1.20 ,-2.80 ,-6.00 ,-10.00 ,-14.00 ,-18.00 ,-20.00 
문과,경기대학교,자유전공학부(서울),오류(영어국사),0.00 ,0.00 ,0.00 ,,,86.36 ,83.21 ,78.95 ,9.89 ,14.44 ,21.09 ,26.28 ,14.78 ,14.40 ,19.83 ,18.59 ,13.83 ,23.97 ,12.57 ,13.49 ,18.75 ,16.77 ,12.29 ,경기대,나,10 ,서울,서울,인문,경기대,자유전공(서울),통합선발,경기자전,자유선택,백+백,국수영탐(1)中가중택4,,,국수영탐(1)中가중택4,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-0.20 ,-0.60 ,-1.40 ,-3.00 ,-5.00 ,-7.00 ,-9.00 ,-10.00 
문과,경기대학교,자유전공학부(수원),오류(영어국사),0.00 ,0.00 ,0.00 ,,,86.77 ,81.31 ,76.19 ,9.39 ,17.68 ,25.69 ,14.41 ,-,-,-,-,-,12.91 ,-,-,-,-,-,경기대,나,20 ,경기,수원,공통,경기대,자유전공(수원),통합선발,경기자전,자유선택,백+백,국수영탐(1)中가중택4,,,국수영탐(1)中가중택4,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-0.20 ,-0.60 ,-1.40 ,-3.00 ,-5.00 ,-7.00 ,-9.00 ,-10.00 
문과,경기대학교,전자공학부,오류(영어국사),0.00 ,0.00 ,0.00 ,,,85.08 ,81.07 ,76.94 ,11.18 ,17.52 ,23.70 ,14.48 ,13.86 ,12.30 ,17.13 ,-,-,12.97 ,10.01 ,10.01 ,15.91 ,-,-,경기대,다,31 ,경기,수원,자연,경기대,전자공학부,통합선발,경기자연,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,30 ,35 ,15 ,38%,44%,19%,0.00 ,-0.40 ,-1.20 ,-2.80 ,-6.00 ,-10.00 ,-14.00 ,-18.00 ,-20.00 
문과,경기대학교,창의공과대학(통합),오류(영어국사),0.00 ,0.00 ,0.00 ,,,85.18 ,81.26 ,77.14 ,11.00 ,17.12 ,23.34 ,14.70 ,12.23 ,12.64 ,16.64 ,-,-,13.18 ,10.43 ,11.23 ,15.42 ,-,-,경기대,가,49 ,경기,수원,자연,경기대,창의공과대학,통합선발,경기자연,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,30 ,35 ,15 ,38%,44%,19%,0.00 ,-0.40 ,-1.20 ,-2.80 ,-6.00 ,-10.00 ,-14.00 ,-18.00 ,-20.00 
문과,경기대학교,호텔외식경영학부,오류(영어국사),0.00 ,0.00 ,0.00 ,,,85.34 ,81.65 ,77.65 ,10.94 ,16.52 ,22.34 ,14.99 ,17.14 ,13.97 ,20.15 ,19.75 ,10.71 ,13.44 ,11.80 ,12.78 ,19.14 ,17.86 ,9.54 ,경기대,다,21 ,서울,서울,인문,경기대,호텔외식경영,통합선발,경기인문,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,35 ,30 ,15 ,44%,38%,19%,0.00 ,-0.40 ,-1.20 ,-2.80 ,-6.00 ,-10.00 ,-14.00 ,-18.00 ,-20.00 
문과,경기대학교,화학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,84.99 ,80.93 ,76.76 ,11.30 ,17.63 ,23.96 ,16.23 ,11.15 ,13.29 ,18.91 ,-,-,14.59 ,10.48 ,11.68 ,16.19 ,-,-,경기대,다,8 ,경기,수원,자연,경기대,화학,통합선발,경기자연,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,30 ,35 ,15 ,38%,44%,19%,0.00 ,-0.40 ,-1.20 ,-2.80 ,-6.00 ,-10.00 ,-14.00 ,-18.00 ,-20.00 
문과,경기대학교,휴먼서비스학부,오류(영어국사),0.00 ,0.00 ,0.00 ,,,84.84 ,80.76 ,78.86 ,11.60 ,17.93 ,20.62 ,18.98 ,16.37 ,16.28 ,19.66 ,21.29 ,19.01 ,17.14 ,15.18 ,15.88 ,17.36 ,19.30 ,17.17 ,경기대,다,12 ,경기,수원,인문,경기대,휴먼서비스,통합선발,경기인문,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,35 ,30 ,15 ,44%,38%,19%,0.00 ,-0.40 ,-1.20 ,-2.80 ,-6.00 ,-10.00 ,-14.00 ,-18.00 ,-20.00 
문과,경남대학교,가정교육과,오류(영어국사),800.00 ,0.00 ,800.00 ,94.00 ,304497 ／ 323933,927.15 ,899.53 ,870.69 ,48.45 ,68.02 ,82.70 ,69.33 ,59.92 ,59.22 ,85.08 ,-,-,65.97 ,53.86 ,49.28 ,58.71 ,-,-,경남대,다,1 ,경남,창원,공통,경남대,가정교육,통합선발,경남통합,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,50 ,50 ,50 ,33%,33%,33%,0.00 ,-1.50 ,-4.00 ,-7.50 ,-12.00 ,-25.00 ,-35.00 ,-45.00 ,-47.50 
문과,경남대학교,간호학과,오류(영어국사),800.00 ,0.00 ,800.00 ,94.00 ,304497 ／ 323933,960.75 ,950.30 ,938.41 ,21.43 ,30.98 ,40.38 ,30.02 ,30.53 ,27.82 ,33.22 ,-,-,27.78 ,27.55 ,25.37 ,28.79 ,-,-,경남대,나,1 ,경남,창원,공통,경남대,간호,통합선발,경남통합,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,50 ,50 ,50 ,33%,33%,33%,0.00 ,-1.50 ,-4.00 ,-7.50 ,-12.00 ,-25.00 ,-35.00 ,-45.00 ,-47.50 
문과,경남대학교,건축학부,오류(영어국사),800.00 ,0.00 ,800.00 ,94.00 ,304497 ／ 323933,918.25 ,881.03 ,867.25 ,55.39 ,78.45 ,84.26 ,48.35 ,80.54 ,78.78 ,79.46 ,-,-,44.23 ,72.69 ,61.82 ,70.08 ,-,-,경남대,수시이월,0 ,경남,창원,자연,경남대,건축,통합선발,경남통합,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,50 ,50 ,50 ,33%,33%,33%,0.00 ,-1.50 ,-4.00 ,-7.50 ,-12.00 ,-25.00 ,-35.00 ,-45.00 ,-47.50 
문과,경남대학교,게임학과,오류(영어국사),800.00 ,0.00 ,800.00 ,94.00 ,304497 ／ 323933,919.53 ,886.02 ,867.33 ,54.40 ,75.82 ,84.20 ,66.14 ,73.03 ,84.55 ,82.58 ,-,-,62.88 ,59.12 ,71.64 ,71.23 ,-,-,경남대,수시이월,0 ,경남,창원,자연,경남대,게임학과,통합선발,경남통합,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,50 ,50 ,50 ,33%,33%,33%,0.00 ,-1.50 ,-4.00 ,-7.50 ,-12.00 ,-25.00 ,-35.00 ,-45.00 ,-47.50 
문과,경남대학교,경영학부,오류(영어국사),800.00 ,0.00 ,800.00 ,94.00 ,304497 ／ 323933,905.48 ,862.99 ,847.26 ,64.48 ,85.65 ,90.70 ,74.32 ,86.24 ,87.29 ,88.61 ,80.54 ,68.37 ,71.50 ,77.13 ,77.78 ,77.12 ,35.34 ,57.75 ,경남대,수시이월,0 ,경남,창원,인문,경남대,경영,통합선발,경남통합,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,50 ,50 ,50 ,33%,33%,33%,0.00 ,-1.50 ,-4.00 ,-7.50 ,-12.00 ,-25.00 ,-35.00 ,-45.00 ,-47.50 
문과,경남대학교,경찰학부,오류(영어국사),800.00 ,0.00 ,800.00 ,94.00 ,304497 ／ 323933,944.05 ,927.55 ,910.48 ,35.69 ,48.30 ,61.24 ,42.25 ,63.00 ,55.53 ,57.46 ,68.33 ,62.15 ,38.86 ,48.03 ,50.20 ,47.16 ,39.08 ,54.06 ,경남대,다,1 ,경남,창원,인문,경남대,경찰학부,통합선발,경남통합,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,50 ,50 ,50 ,33%,33%,33%,0.00 ,-1.50 ,-4.00 ,-7.50 ,-12.00 ,-25.00 ,-35.00 ,-45.00 ,-47.50 
문과,경남대학교,경호보안학과,오류(영어국사),800.00 ,0.00 ,800.00 ,94.00 ,304497 ／ 323933,903.17 ,858.04 ,845.22 ,65.79 ,87.60 ,91.19 ,79.70 ,92.14 ,85.87 ,92.09 ,87.05 ,72.65 ,77.47 ,87.39 ,76.00 ,76.11 ,53.94 ,62.77 ,경남대,수시이월,0 ,경남,창원,인문,경남대,경호보안,통합선발,경남통합,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,50 ,50 ,50 ,33%,33%,33%,0.00 ,-1.50 ,-4.00 ,-7.50 ,-12.00 ,-25.00 ,-35.00 ,-45.00 ,-47.50 
문과,경남대학교,교육학과,오류(영어국사),800.00 ,0.00 ,800.00 ,94.00 ,304497 ／ 323933,939.22 ,912.38 ,878.82 ,39.53 ,59.68 ,79.11 ,41.93 ,68.46 ,55.38 ,76.90 ,82.05 ,35.15 ,38.58 ,54.30 ,48.33 ,70.46 ,30.11 ,29.40 ,경남대,나,1 ,경남,창원,인문,경남대,교육학,통합선발,경남통합,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,50 ,50 ,50 ,33%,33%,33%,0.00 ,-1.50 ,-4.00 ,-7.50 ,-12.00 ,-25.00 ,-35.00 ,-45.00 ,-47.50 
문과,경남대학교,국어교육과,오류(영어국사),800.00 ,0.00 ,800.00 ,94.00 ,304497 ／ 323933,947.46 ,931.19 ,905.74 ,33.10 ,45.99 ,64.38 ,48.91 ,79.56 ,45.16 ,36.13 ,55.36 ,43.01 ,44.72 ,66.66 ,37.39 ,34.67 ,14.57 ,33.49 ,경남대,나,1 ,경남,창원,인문,경남대,국어교육,통합선발,경남통합,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,50 ,50 ,50 ,33%,33%,33%,0.00 ,-1.50 ,-4.00 ,-7.50 ,-12.00 ,-25.00 ,-35.00 ,-45.00 ,-47.50 
문과,경남대학교,기계공학부(기계시스템로봇모빌리티),오류(영어국사),800.00 ,0.00 ,800.00 ,94.00 ,304497 ／ 323933,915.91 ,875.15 ,867.18 ,57.22 ,80.84 ,84.32 ,66.06 ,82.04 ,85.38 ,86.93 ,-,-,62.33 ,66.14 ,82.25 ,80.07 ,-,-,경남대,수시이월,0 ,경남,창원,자연,경남대,기계,통합선발,경남통합,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,50 ,50 ,50 ,33%,33%,33%,0.00 ,-1.50 ,-4.00 ,-7.50 ,-12.00 ,-25.00 ,-35.00 ,-45.00 ,-47.50 
문과,경남대학교,기계공학부(스마트기계),오류(영어국사),800.00 ,0.00 ,800.00 ,94.00 ,304497 ／ 323933,920.17 ,886.88 ,867.17 ,54.10 ,74.92 ,84.33 ,54.07 ,81.16 ,84.10 ,74.73 ,-,-,49.07 ,65.01 ,71.95 ,53.50 ,-,-,경남대,수시이월,0 ,경남,창원,자연,경남대,스마트기계,통합선발,경남통합,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,50 ,50 ,50 ,33%,33%,33%,0.00 ,-1.50 ,-4.00 ,-7.50 ,-12.00 ,-25.00 ,-35.00 ,-45.00 ,-47.50 
문과,경남대학교,디지털공연영상학과,오류(영어국사),800.00 ,0.00 ,800.00 ,94.00 ,304497 ／ 323933,910.40 ,872.04 ,853.80 ,61.26 ,82.25 ,89.10 ,75.32 ,85.87 ,85.24 ,73.51 ,76.23 ,61.01 ,72.61 ,76.98 ,70.46 ,49.83 ,43.53 ,59.68 ,경남대,수시이월,0 ,경남,창원,인문,경남대,문화콘텐츠,통합선발,경남통합,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,50 ,50 ,50 ,33%,33%,33%,0.00 ,-1.50 ,-4.00 ,-7.50 ,-12.00 ,-25.00 ,-35.00 ,-45.00 ,-47.50 
문과,경남대학교,디지털마케팅학과,오류(영어국사),800.00 ,0.00 ,800.00 ,94.00 ,304497 ／ 323933,912.98 ,876.41 ,854.35 ,59.14 ,80.05 ,88.94 ,72.57 ,69.09 ,84.97 ,82.04 ,81.01 ,78.44 ,69.80 ,60.97 ,59.64 ,65.23 ,41.95 ,69.33 ,경남대,수시이월,0 ,경남,창원,인문,경남대,디지털마케팅,통합선발,경남통합,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,50 ,50 ,50 ,33%,33%,33%,0.00 ,-1.50 ,-4.00 ,-7.50 ,-12.00 ,-25.00 ,-35.00 ,-45.00 ,-47.50 
문과,경남대학교,무역물류학과,오류(영어국사),800.00 ,0.00 ,800.00 ,94.00 ,304497 ／ 323933,909.42 ,870.70 ,851.05 ,61.80 ,82.70 ,89.85 ,77.52 ,82.85 ,86.79 ,83.19 ,87.05 ,84.18 ,75.05 ,75.22 ,74.28 ,74.78 ,62.15 ,70.02 ,경남대,수시이월,0 ,경남,창원,인문,경남대,무역물류,통합선발,경남통합,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,50 ,50 ,50 ,33%,33%,33%,0.00 ,-1.50 ,-4.00 ,-7.50 ,-12.00 ,-25.00 ,-35.00 ,-45.00 ,-47.50 
문과,경남대학교,문화유산복원예술학과,오류(영어국사),800.00 ,0.00 ,800.00 ,94.00 ,304497 ／ 323933,925.89 ,886.10 ,862.84 ,49.67 ,75.74 ,85.73 ,59.25 ,81.25 ,79.92 ,80.27 ,74.82 ,69.11 ,54.78 ,70.78 ,66.94 ,67.95 ,44.68 ,59.18 ,경남대,수시이월,0 ,경남,창원,공통,경남대,문화유산복원예술,통합선발,경남통합,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,50 ,50 ,50 ,33%,33%,33%,0.00 ,-1.50 ,-4.00 ,-7.50 ,-12.00 ,-25.00 ,-35.00 ,-45.00 ,-47.50 
문과,경남대학교,물리치료학과,오류(영어국사),800.00 ,0.00 ,800.00 ,94.00 ,304497 ／ 323933,958.27 ,946.32 ,924.82 ,23.72 ,33.98 ,50.85 ,55.54 ,28.68 ,36.74 ,39.47 ,-,-,50.65 ,26.38 ,33.16 ,38.36 ,-,-,경남대,다,1 ,경남,창원,자연,경남대,물리치료,통합선발,경남통합,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,50 ,50 ,50 ,33%,33%,33%,0.00 ,-1.50 ,-4.00 ,-7.50 ,-12.00 ,-25.00 ,-35.00 ,-45.00 ,-47.50 
문과,경남대학교,미디어영상학과,오류(영어국사),800.00 ,0.00 ,800.00 ,94.00 ,304497 ／ 323933,923.81 ,876.91 ,861.87 ,51.74 ,79.83 ,86.23 ,72.57 ,83.71 ,56.49 ,87.65 ,73.40 ,53.99 ,69.80 ,58.86 ,50.20 ,69.04 ,27.06 ,47.14 ,경남대,다,1 ,경남,창원,공통,경남대,미디어영상,통합선발,경남통합,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,50 ,50 ,50 ,33%,33%,33%,0.00 ,-1.50 ,-4.00 ,-7.50 ,-12.00 ,-25.00 ,-35.00 ,-45.00 ,-47.50 
문과,경남대학교,미래자동차학과,오류(영어국사),800.00 ,0.00 ,800.00 ,94.00 ,304497 ／ 323933,915.13 ,874.93 ,867.13 ,57.81 ,80.97 ,84.36 ,80.34 ,89.55 ,84.55 ,82.58 ,-,-,78.18 ,78.28 ,71.64 ,71.23 ,-,-,경남대,수시이월,0 ,경남,창원,자연,경남대,미래자동차학과,통합선발,경남통합,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,50 ,50 ,50 ,33%,33%,33%,0.00 ,-1.50 ,-4.00 ,-7.50 ,-12.00 ,-25.00 ,-35.00 ,-45.00 ,-47.50 
문과,경남대학교,법학과,오류(영어국사),800.00 ,0.00 ,800.00 ,94.00 ,304497 ／ 323933,916.52 ,881.58 ,859.45 ,56.53 ,78.15 ,87.08 ,66.66 ,80.54 ,85.47 ,77.88 ,85.15 ,56.68 ,63.00 ,68.74 ,63.61 ,70.27 ,50.65 ,50.79 ,경남대,수시이월,0 ,경남,창원,인문,경남대,법학,통합선발,경남통합,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,50 ,50 ,50 ,33%,33%,33%,0.00 ,-1.50 ,-4.00 ,-7.50 ,-12.00 ,-25.00 ,-35.00 ,-45.00 ,-47.50 
문과,경남대학교,보건의료정보학과,오류(영어국사),800.00 ,0.00 ,800.00 ,94.00 ,304497 ／ 323933,923.70 ,876.50 ,862.35 ,51.81 ,79.99 ,85.98 ,82.27 ,70.12 ,80.15 ,85.76 ,74.82 ,69.11 ,80.32 ,64.15 ,79.47 ,81.97 ,44.68 ,59.18 ,경남대,수시이월,0 ,경남,창원,공통,경남대,보건의료정보,통합선발,경남통합,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,50 ,50 ,50 ,33%,33%,33%,0.00 ,-1.50 ,-4.00 ,-7.50 ,-12.00 ,-25.00 ,-35.00 ,-45.00 ,-47.50 
문과,경남대학교,사회복지학과,오류(영어국사),800.00 ,0.00 ,800.00 ,94.00 ,304497 ／ 323933,916.23 ,881.01 ,858.92 ,56.67 ,78.46 ,87.25 ,88.21 ,80.78 ,79.46 ,74.63 ,77.81 ,52.41 ,86.91 ,72.11 ,64.29 ,64.10 ,33.94 ,48.65 ,경남대,수시이월,0 ,경남,창원,인문,경남대,사회복지,통합선발,경남통합,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,50 ,50 ,50 ,33%,33%,33%,0.00 ,-1.50 ,-4.00 ,-7.50 ,-12.00 ,-25.00 ,-35.00 ,-45.00 ,-47.50 
문과,경남대학교,소방안전공학과,오류(영어국사),800.00 ,0.00 ,800.00 ,94.00 ,304497 ／ 323933,915.20 ,874.93 ,867.10 ,57.77 ,80.97 ,84.38 ,76.77 ,84.48 ,91.68 ,78.21 ,-,-,74.22 ,71.08 ,62.60 ,68.89 ,-,-,경남대,수시이월,0 ,경남,창원,자연,경남대,소방방재,통합선발,경남통합,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,50 ,50 ,50 ,33%,33%,33%,0.00 ,-1.50 ,-4.00 ,-7.50 ,-12.00 ,-25.00 ,-35.00 ,-45.00 ,-47.50 
문과,경남대학교,수학교육과,오류(영어국사),800.00 ,0.00 ,800.00 ,94.00 ,304497 ／ 323933,949.67 ,904.93 ,867.04 ,31.63 ,64.70 ,84.42 ,67.33 ,57.50 ,70.92 ,18.35 ,-,-,63.74 ,44.29 ,61.47 ,15.78 ,-,-,경남대,다,1 ,경남,창원,자연,경남대,수학교육,통합선발,경남통합,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,50 ,50 ,50 ,33%,33%,33%,0.00 ,-1.50 ,-4.00 ,-7.50 ,-12.00 ,-25.00 ,-35.00 ,-45.00 ,-47.50 
문과,경남대학교,스포츠과학과,오류(영어국사),800.00 ,0.00 ,800.00 ,94.00 ,304497 ／ 323933,919.45 ,877.96 ,867.01 ,54.80 ,79.42 ,84.45 ,-,81.88 ,80.66 ,59.02 ,-,-,-,69.01 ,54.91 ,53.25 ,-,-,경남대,수시이월,0 ,경남,창원,공통,경남대,스포츠과학과,통합선발,경남통합,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,50 ,50 ,50 ,33%,33%,33%,0.00 ,-1.50 ,-4.00 ,-7.50 ,-12.00 ,-25.00 ,-35.00 ,-45.00 ,-47.50 
문과,경남대학교,식품영양학과,오류(영어국사),800.00 ,0.00 ,800.00 ,94.00 ,304497 ／ 323933,917.71 ,879.50 ,867.22 ,55.68 ,78.91 ,84.28 ,65.18 ,84.36 ,81.71 ,79.11 ,-,-,61.35 ,74.07 ,74.78 ,57.14 ,-,-,경남대,수시이월,0 ,경남,창원,자연,경남대,식품영양,통합선발,경남통합,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,50 ,50 ,50 ,33%,33%,33%,0.00 ,-1.50 ,-4.00 ,-7.50 ,-12.00 ,-25.00 ,-35.00 ,-45.00 ,-47.50 
문과,경남대학교,심리학과,오류(영어국사),800.00 ,0.00 ,800.00 ,94.00 ,304497 ／ 323933,929.92 ,904.30 ,882.38 ,46.74 ,65.02 ,77.71 ,62.07 ,72.73 ,69.54 ,61.63 ,82.50 ,51.20 ,57.90 ,54.36 ,47.16 ,46.90 ,36.99 ,49.36 ,경남대,수시이월,0 ,경남,창원,인문,경남대,심리,통합선발,경남통합,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,50 ,50 ,50 ,33%,33%,33%,0.00 ,-1.50 ,-4.00 ,-7.50 ,-12.00 ,-25.00 ,-35.00 ,-45.00 ,-47.50 
문과,경남대학교,여행항공관광학과,오류(영어국사),800.00 ,0.00 ,800.00 ,94.00 ,304497 ／ 323933,902.01 ,855.66 ,845.81 ,66.55 ,88.57 ,91.05 ,80.41 ,88.17 ,93.26 ,89.82 ,87.05 ,71.83 ,78.26 ,83.68 ,67.79 ,80.55 ,62.15 ,57.75 ,경남대,수시이월,0 ,경남,창원,인문,경남대,관광,통합선발,경남통합,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,50 ,50 ,50 ,33%,33%,33%,0.00 ,-1.50 ,-4.00 ,-7.50 ,-12.00 ,-25.00 ,-35.00 ,-45.00 ,-47.50 
