region,university,category,admission_type,year,department,perfect_score,convert_50_cut,convert_70_cut,grade_50_cut,grade_70_cut,korean,math,inquiry,average,english,recruitment_count,competition_rate,additional_pass,total_apply,pass_num,real_competition_rate
경기,경기대,인문,정시(다),2024,공공인재학부,100,,79.8,,,,,,76.75,,36,5.78,45,208.08,81,2.57
경기,경기대,인문,정시(다),2023,공공인재학부,,,,,,,,,84.3,,34,7.03,31,239.02,65,3.68
경기,경기대,인문,정시(다),2022,공공인재학부,100,,75.4,,,67,67,65,75.4,3,34,7.24,21,246.16,55,4.48
경기,경기대,인문,정시(다),2024,호텔외식경영학부,100,,81.7,,,,,,79.75,,25,4.68,22,117,47,2.49
경기,경기대,자연,정시(다),2022,융합에너지시스템공학부,100,,79.83,,,63,79,78.2,79.83,3,62,6.32,39,391.84,101,3.88
경기,경기대,자연,정시(다),2023,융합에너지시스템공학부,,,,,,,,,89.177,,41,6.1,39,250.1,80,3.13
경기,경기대,자연,정시(다),2021,전자공학과,100,,70.2,,,57,66.7,66,70.27,,49,3.4,71,166.6,120,1.39
경기,경기대,자연,정시(다),2022,전자공학과,100,,82.23,,,69,79,72.45,82.23,3,38,6.66,33,253.08,71,3.56
경기,경기대,자연,정시(다),2023,전자공학부,,,,,,,,,87.977,,41,5.71,69,234.11,110,2.13
경기,경기대,예체능,정시(나),2021,체육학과,60,,47.5,,,74,77,73,79.3,,25,2.6,6,65,31,2.1
경기,경기대,예체능,정시(나),2022,체육학과,60,,49.5,,,78,,75,82.5,3,25,3.28,17,82,42,1.95
경기,경기대,예체능,정시(나),2023,체육학과,,,,,,,,,84.059,,18,2.56,9,46.08,27,1.71
경기,경기대,예체능,정시(나),2024,체육학과,70,,56.77,,,,,,82.666,,17,3.24,11,55.08,28,1.97
경기,경기대,인문,정시(다),2023,호텔외식경영학부,,,,,,,,,89.1,,26,6.58,26,171.08,52,3.29
경기,경기대,인문,정시(다),2021,공공인재학부,100,,79.5,,,65,80,71,79.5,,36,3.7,38,133.2,74,1.8
경기,경기대,자연,정시(다),2021,화학과,100,,79.2,,,70,81.65,66,79.2,,12,4.8,24,57.6,36,1.6
경기,경기대,자연,정시(다),2022,화학과,100,,79.41,,,65,79,80.5,79.41,3,12,5.75,10,69,22,3.14
경기,경기대,자연,정시(다),2023,화학과,,,,,,,,,84.747,,12,6.25,11,75,23,3.26
경기,경기대,자연,정시(다),2024,화학과,100,,82.195,,,,,,79.75,,14,5.79,18,81.06,32,2.53
경기,경기대,인문,정시(다),2023,휴먼서비스학부,,,,,,,,,83.3,,20,6.25,12,125,32,3.91
경기,경기대,인문,정시(다),2024,휴먼서비스학부,100,,79.3,,,,,,77.25,,22,5.23,17,115.06,39,2.95
경기,경기대,인문,정시(다),2024,무역학과,100,,80,,,,,,78,,19,5.68,18,107.92,37,2.92
경기,경기대,예체능,정시(다),2023,디자인비즈학부,,,,,,,,,81.2,,1,14,,14,1,14
경기,경기대,예체능,정시(다),2021,디자인비즈학부,,,,,,,,,,,1,3,,0,1,0
경기,경기대,자연,정시(다),2022,나노공학과,100,,76.79,,,65,72,80.5,76.79,3,12,5.92,12,71.04,24,2.96
경기,경기대,인문,정시(다),2022,문헌정보학과,100,,77.6,,,84,58,68,77.6,3,11,13.55,10,149.05,21,7.1
경기,경기대,자연,정시(다),2021,AI컴퓨터공학부컴퓨터공학전공,100,,80.2,,,65,72,71,80.26,,56,3.8,88,212.8,144,1.48
경기,경기대,자연,정시(다),2024,AI컴퓨터공학부인공지능전공,100,,82.355,,,,,,81,,21,4.1,34,86.1,55,1.57
경기,경기대,자연,정시(다),2023,AI컴퓨터공학부인공지능전공,,,,,,,,,87.09,,12,5.25,19,63,31,2.03
경기,경기대,자연,정시(다),2022,AI컴퓨터공학부인공지능전공,100,,82.44,,,73,82,69,82.44,3,12,7.17,7,86.04,19,4.53
경기,경기대,자연,정시(다),2021,AI컴퓨터공학부인공지능전공,100,,83.4,,,74,83.95,73,83.4,,13,5.3,16,68.9,29,2.38
경기,경기대,자연,정시(다),2024,AI컴퓨터공학부 SW안전보안전공,100,,83.452,,,,,,80.75,,20,7.95,28,159,48,3.31
경기,경기대,자연,정시(다),2023,AI컴퓨터공학부 SW안전보안전공,,,,,,,,,89.75,,13,6.54,14,85.02,27,3.15
경기,경기대,인문,정시(다),2021,문예창작학과,,,,,,,,,,,3,3,,0,3,0
경기,경기대,인문,정시(다),2022,문예창작학과,100,,76.3,,,82,54,73,76.3,3,6,10.55,3,63.3,9,7.03
경기,경기대,인문,정시(다),2021,문헌정보학과,100,,81.4,,,82,77,79,81.4,,9,5.7,17,51.3,26,1.97
경기,경기대,자연,정시(다),2022,AI컴퓨터공학부컴퓨터공학전공,100,,83.31,,,71,82,75.9,83.31,3,50,7.06,44,353,94,3.76
경기,경기대,인문,정시(다),2023,문헌정보학과,,,,,,,,,86.4,,11,6.55,7,72.05,18,4
경기,경기대,인문,정시(다),2024,문헌정보학과,100,,79.5,,,,,,79.75,,14,6.43,20,90.02,34,2.65
경기,경기대,인문,정시(다),2021,미디어영상학과,100,,84.9,,,83,81.65,76,84.9,,9,5.8,17,52.2,26,2.01
경기,가천대,인문,정시(가),2024,행정학과,100,,81.85,,,,,,81.85,,18,10.56,47,190.08,65,2.92
경기,가천대,자연,정시(가)일반1,2021,화공생명공학전공,,,,,,,,,83.7,,23,4.4,47,101.2,70,1.45
경기,가천대,자연,정시(가)일반2,2021,화공생명공학전공,,,,,,,,,94.6,,13,6.2,30,80.6,43,1.87
경기,가천대,자연,정시(가),2022,화공생명공학전공,,,,,,,,,85.95,,26,6.62,29,172.12,55,3.13
경기,가천대,자연,정시(나),2023,화공생명공학전공,100,,85.74,,,,,,85.74,,36,5.64,58,203.04,94,2.16
경기,가천대,자연,정시(나),2024,화공생명배터리공학부,100,,84.9,,,,,,84.9,,82,5.46,98,447.72,180,2.49
경기,가천대,자연,정시(나),2024,화공생명배터리공학부,100,,84.9,,,,,,84.9,,82,5.46,98,447.72,180,2.49
경기,경기대,인문,정시(다),2022,경영학부,100,,77.4,,,71,72,61,77.4,3,83,6.07,56,503.81,139,3.62
경기,경기대,인문,정시(다),2024,공공안전학부,100,,81.5,,,,,,80.25,,28,5,21,140,49,2.86
경기,경기대,인문,정시(다),2023,공공안전학부,,,,,,,,,90.4,,29,4,26,116,55,2.11
경기,경기대,인문,정시(다),2022,공공안전학부,100,,78,,,73,72,72,78,3,65,7.51,36,488.15,101,4.83
경기,경기대,인문,정시(다),2021,공공안전학부,100,,83.4,,,72,86,77,83.4,,56,3.1,55,173.6,111,1.56
경기,경기대,인문,정시(다),2024,경제학부,100,,80,,,,,,78,,49,6.63,60,324.87,109,2.98
경기,경기대,인문,정시(다),2023,경제학부,,,,,,,,,83.2,,83,5.49,60,455.67,143,3.19
경기,경기대,인문,정시(다),2022,경제학부,100,,75.8,,,67,69,59,75.8,3,82,5.55,60,455.1,142,3.2
경기,경기대,인문,정시(다),2021,경제학부,100,,82.1,,,68,86,69,82.1,,103,3.8,109,391.4,212,1.85
경기,경기대,인문,정시(다),2024,경영학부,100,,79.8,,,,,,77.75,,84,6.45,121,541.8,205,2.64
경기,경기대,인문,정시(다),2023,경영학부,,,,,,,,,89.1,,86,5.19,80,446.34,166,2.69
경기,경기대,인문,정시(다),2024,유아교육과,100,,78.4,,,,,,77.25,,12,7.33,18,87.96,30,2.93
경기,경기대,인문,정시(다),2021,경영학부,100,,80.1,,,65,86,67,80.1,,101,3.9,120,393.9,221,1.78
경기,경기대,인문,정시(다),2022,경영정보전공,100,,77.2,,,75,72,64,77.2,3,10,6.7,10,67,20,3.35
경기,경기대,인문,정시(다),2021,경영정보전공,100,,83.2,,,74,86,76,83.2,,12,5.3,12,63.6,24,2.65
경기,경기대,자연,정시(다),2024,건축학과(5년제),100,,82.942,,,,,,81,,14,6.79,20,95.06,34,2.8
경기,경기대,자연,정시(다),2023,건축학과(5년제),,,,,,,,,88.622,,16,7.38,20,118.08,36,3.28
경기,경기대,자연,정시(다),2022,건축학과(5년제),100,,81.59,,,69,80,78.2,81.59,3,20,7.05,21,141,41,3.44
경기,경기대,자연,정시(다),2021,건축학과(5년제),100,,81.6,,,68,82.8,69,81.6,,16,4.9,30,78.4,46,1.7
경기,경기대,자연,정시(다),2024,AI컴퓨터공학부컴퓨터공학전공,100,,77.815,,,,,,76.5,,51,4.39,86,223.89,137,1.63
경기,경기대,자연,정시(다),2023,AI컴퓨터공학부컴퓨터공학전공,,,,,,,,,91.737,,46,5.35,52,246.1,98,2.51
경기,가천대,예체능,정시(다),2024,체육학부(태권도),100,,59.5,,,,,,59.5,,10,4.7,9,47,19,2.47
경기,가천대,자연,정시(나),2023,전자공학전공,100,,86.87,,,,,,86.87,,37,5.57,31,206.09,68,3.03
경기,가천대,자연,정시(나),2022,차세대반도체전공,,,,,,,,,85.72,,16,5.94,14,95.04,30,3.17
경기,가천대,예체능,정시(다)일반1,2021,체육전공,,,,,,,,,71.3,,28,9,16,252,44,5.73
경기,가천대,예체능,정시(다),2022,체육학부(체육),,,,,,,,,78.18,,20,8.95,7,179,27,6.63
경기,가천대,예체능,정시(다),2023,체육학부(체육),100,,74.5,,,,,,74.5,,20,10.4,3,208,23,9.04
경기,가천대,예체능,정시(다),2024,체육학부(체육),100,,82,,,,,,82,,10,19,15,190,25,7.6
경기,가천대,예체능,정시(다),2024,체육학부(체육),100,,82,,,,,,82,,10,19,15,190,25,7.6
경기,가천대,예체능,정시(다)일반1,2021,체육학부(태권도),,,,,,,,,60.3,,11,7.5,14,82.5,25,3.3
경기,가천대,예체능,정시(다),2022,체육학부(태권도),,,,,,,,,74.1,,10,9.3,10,93,20,4.65
경기,가천대,예체능,정시(다),2023,체육학부(태권도),100,,66,,,,,,66,,10,5.9,5,59,15,3.93
경기,가천대,자연,정시(다),2022,전자공학전공,,,,,,,,,87.06,,28,5.93,37,166.04,65,2.55
경기,가천대,예체능,정시(다),2024,체육학부(태권도),100,,59.5,,,,,,59.5,,10,4.7,9,47,19,2.47
경기,가천대,자연,정시(다)일반1,2021,치위생학과,,,,,,,,,85.8,,10,5.1,11,51,21,2.43
경기,가천대,자연,정시(다),2022,치위생학과,,,,,,,,,82.56,,13,6.23,15,80.99,28,2.89
경기,가천대,자연,정시(다),2023,치위생학과,100,,82.84,,,,,,82.84,,13,5.77,21,75.01,34,2.21
경기,가천대,자연,정시(다),2024,치위생학과,100,,79.84,,,,,,79.84,,15,6,37,90,52,1.73
경기,가천대,자연,정시(다),2024,치위생학과,100,,79.84,,,,,,79.84,,15,6,37,90,52,1.73
경기,가천대,자연,정시(가)일반1,2021,컴퓨터공학과(자연),,,,,,,,,85.6,,30,5.8,71,174,101,1.72
경기,가천대,자연,정시(가)일반2,2021,컴퓨터공학과(자연),,,,,,,,,95.6,,20,7.2,27,144,47,3.06
경기,가천대,자연,정시(가),2022,컴퓨터공학전공,,,,,,,,,87.49,,38,6.45,49,245.1,87,2.82
경기,가천대,자연,정시(가),2023,컴퓨터공학전공,100,,87.76,,,,,,87.76,,56,6.68,74,374.08,130,2.88
경기,가천대,무전공,정시(다)일반2,2021,자유전공학부,,,,,,,,,94.4,,18,8.2,34,147.6,52,2.84
경기,가천대,의약학,정시(가),2024,의예과,100,,98.8,,,,,,98.8,,15,5.93,17,88.95,32,2.78
경기,가천대,의약학,정시(가),2024,의예과,100,,98.8,,,,,,98.8,,15,5.93,17,88.95,32,2.78
경기,가천대,자연,정시(다)일반1,2021,인공지능전공,,,,,,,,,85.9,,46,4.5,49,207,95,2.18
경기,가천대,자연,정시(다),2022,인공지능전공,,,,,,,,,86,,36,6.92,31,249.12,67,3.72
경기,가천대,자연,정시(다),2023,인공지능전공,100,,86.23,,,,,,86.23,,50,6.64,75,332,125,2.66
경기,가천대,자연,정시(다),2024,인공지능전공,100,,85.44,,,,,,85.44,,51,6.84,103,348.84,154,2.27
경기,가천대,자연,정시(다),2024,인공지능전공,100,,85.44,,,,,,85.44,,51,6.84,103,348.84,154,2.27
경기,가천대,무전공,정시(다),2024,자유전공,100,,84.67,,,,,,84.67,,21,8.57,65,179.97,86,2.09
경기,가천대,무전공,정시(다),2024,자유전공,100,,84.67,,,,,,84.67,,21,8.57,65,179.97,86,2.09
경기,가천대,무전공,정시(다)일반1,2021,자유전공학부,,,,,,,,,83.6,,27,4.4,50,118.8,77,1.54
경기,가천대,자연,정시(가),2024,컴퓨터공학전공,100,,86.46,,,,,,86.46,,56,5.71,105,319.76,161,1.99
경기,가천대,무전공,정시(다),2022,자유전공학부,,,,,,,,,83.67,,26,6.58,29,171.08,55,3.11
경기,가천대,무전공,정시(다),2023,자유전공학부,100,,85.1,,,,,,85.1,,37,7.08,70,261.96,107,2.45
경기,가천대,자연,정시(가)일반1,2021,전기공학과,,,,,,,,,85.3,,15,6.5,35,97.5,50,1.95
경기,가천대,자연,정시(가)일반2,2021,전기공학과,,,,,,,,,94.2,,10,6,20,60,30,2
경기,가천대,자연,정시(가),2022,전기공학과,,,,,,,,,85.3,,18,6,25,108,43,2.51
경기,가천대,자연,정시(가),2023,전기공학과,100,,86.15,,,,,,86.15,,30,6.23,38,186.9,68,2.75
경기,가천대,자연,정시(가),2024,전기공학과,100,,85.32,,,,,,85.32,,29,5.72,65,165.88,94,1.76
경기,가천대,자연,정시(가),2024,전기공학과,100,,85.32,,,,,,85.32,,29,5.72,65,165.88,94,1.76
경기,가천대,자연,정시(다)일반1,2021,전자공학과,,,,,,,,,81,,24,4.3,53,103.2,77,1.34
경기,가천대,자연,정시(다)일반2,2021,전자공학과,,,,,,,,,94.6,,16,6.3,34,100.8,50,2.02
경기,경기대,인문,정시(나),2023,시큐리티매니지먼트학과,,,,,,,,,77.81,,32,3.44,6,110.08,38,2.9
경기,가천대,인문,정시(가)일반1,2021,행정학과,,,,,,,,,86.8,,12,5.5,22,66,34,1.94
경기,가천대,인문,정시(가),2022,행정학과,,,,,,,,,81.64,,18,6.78,14,122.04,32,3.81
경기,가천대,인문,정시(가),2023,행정학과,100,,80,,,,,,80,,16,5.81,29,92.96,45,2.07
경기,가천대,인문,정시(가),2024,행정학과,100,,81.85,,,,,,81.85,,18,10.56,47,190.08,65,2.92
경기,경기대,예체능,정시(나),2021,스포츠과학부,60,,44.7,,,63,75,67,74.6,,87,4,50,348,137,2.54
경기,경기대,예체능,정시(나),2022,스포츠과학부,60,,46.5,,,69,,72,77.5,3,87,3.99,44,347.13,131,2.65
경기,경기대,예체능,정시(나),2023,스포츠과학부,,,,,,,,,82.818,,71,4.83,39,342.93,110,3.12
경기,경기대,예체능,정시(나),2024,스포츠과학부,70,,57.68,,,,,,83.666,,64,4.44,60,284.16,124,2.29
경기,경기대,인문,정시(나),2021,시큐리티매니지먼트학과,60,,42.3,,,59,69,67,70.5,,31,7.8,17,241.8,48,5.04
경기,경기대,인문,정시(나),2022,시큐리티매니지먼트학과,60,,47.52,,,72,,72,79.2,3,34,10.74,30,365.16,64,5.71
경기,가천대,의약학,정시(가),2024,한의예과,100,,98.8,,,,,,98.8,,21,7.57,45,158.97,66,2.41
경기,경기대,인문,정시(나),2024,시큐리티매니지먼트학과,70,,54.95,,,,,,78.666,,30,7.7,11,231,41,5.63
경기,경기대,자연,정시(다),2021,신소재공학전공,100,,79.8,,,63,78.2,71,79.85,,72,4.4,107,316.8,179,1.77
경기,경기대,자연,정시(다),2024,신소재화학공학부,100,,81.775,,,,,,79.75,,41,4.71,68,193.11,109,1.77
경기,경기대,인문,정시(다),2021,영어영문학과,100,,80.1,,,78,68,73,80.1,,31,4.7,67,145.7,98,1.49
경기,경기대,인문,정시(다),2022,영어영문학과,100,,76.6,,,84,58,63,76.6,3,25,6.92,17,173,42,4.12
경기,경기대,인문,정시(다),2023,영어영문학과,,,,,,,,,86.4,,29,6.45,19,187.05,48,3.9
경기,경기대,인문,정시(다),2024,영어영문학과,100,,79.6,,,,,,77.75,,23,5.39,28,123.97,51,2.43
경기,경기대,인문,정시(다),2021,유아교육과,95,,78.6,,,85,75,73,82.8,,12,7.4,13,88.8,25,3.55
경기,경기대,인문,정시(다),2022,유아교육과,95,,75.1,,,71,59,77,75.1,3,10,7.4,10,74,20,3.7
경기,경기대,인문,정시(다),2023,유아교육과,,,,,,,,,83.9,,10,7.3,7,73,17,4.29
경기,가천대,예체능,정시(다),2024,패션산업학과,100,,82.15,,,,,,82.15,,13,10.31,24,134.03,37,3.62
경기,가천대,자연,정시(가),2024,컴퓨터공학전공,100,,86.46,,,,,,86.46,,56,5.71,105,319.76,161,1.99
경기,가천대,자연,정시(다),2024,클라우드공학과,100,,90.95,,,,,,90.95,,9,11.22,19,100.98,28,3.61
경기,가천대,자연,정시(다),2024,클라우드공학과,100,,90.95,,,,,,90.95,,9,11.22,19,100.98,28,3.61
경기,가천대,자연,정시(나)일반1,2021,토목환경공학과,,,,,,,,,84.6,,10,11,39,110,49,2.24
경기,가천대,자연,정시(나),2022,토목환경공학과,,,,,,,,,81.7,,16,5.75,8,92,24,3.83
경기,가천대,자연,정시(나),2023,토목환경공학과,100,,84.09,,,,,,84.09,,17,7.59,33,129.03,50,2.58
경기,가천대,자연,정시(나),2024,토목환경공학과,100,,83.53,,,,,,83.53,,18,7.33,52,131.94,70,1.88
경기,가천대,자연,정시(나),2024,토목환경공학과,100,,83.53,,,,,,83.53,,18,7.33,52,131.94,70,1.88
경기,가천대,예체능,정시(다)일반1,2021,패션디자인전공,,,,,,,,,84.5,,10,7.8,21,78,31,2.52
경기,가천대,예체능,정시(다),2024,패션산업학과,100,,82.15,,,,,,82.15,,13,10.31,24,134.03,37,3.62
경기,가천대,자연,정시(다)일반1,2021,화학과,,,,,,,,,83.5,,12,5.5,31,66,43,1.53
경기,가천대,인문,정시(가)일반1,2021,한국어문학과,,,,,,,,,82.5,,14,3.3,13,46.2,27,1.71
경기,가천대,인문,정시(가),2022,한국어문학과,,,,,,,,,79.85,,17,6.71,18,114.07,35,3.26
경기,가천대,인문,정시(가),2023,한국어문학과,100,,81.4,,,,,,81.4,,15,11.27,11,169.05,26,6.5
경기,가천대,인문,정시(가),2024,한국어문학과,100,,81.6,,,,,,81.6,,18,6.56,28,118.08,46,2.57
경기,가천대,인문,정시(가),2024,한국어문학과,100,,81.6,,,,,,81.6,,18,6.56,28,118.08,46,2.57
경기,가천대,의약학,정시(나)일반1,2021,한의예과,,,,,,,,,98.9,,16,6.9,21,110.4,37,2.98
경기,가천대,의약학,정시(가),2022,한의예과,,,,,,,,,99.52,,20,9.15,26,183,46,3.98
경기,가천대,의약학,정시(가),2023,한의예과,100,,100.02,,,,,,100.02,,22,6.05,21,133.1,43,3.1
경기,가천대,의약학,정시(가),2024,한의예과,100,,98.8,,,,,,98.8,,21,7.57,45,158.97,66,2.41
경기,강남대,예체능,정시(다),2022,음악학(성악),100,,0,,,0,0,0,0,0,,,,0,0,0
경기,강남대,예체능,정시(다),2021,유니버설아트디자인전공,400,,257.6,,,53,,64,42.67,,23,9.91,15,227.93,38,6
경기,강남대,예체능,정시(다),2022,유니버설아트디자인전공,400,,258.8,,,57,5,56,45,4,23,13.09,10,301.07,33,9.12
경기,강남대,예체능,정시(다),2023,유니버설아트디자인학과,400,,252.8,,,,,,63.2,,20,13.3,20,266,40,6.65
경기,강남대,예체능,정시(다),2024,유니버설아트디자인학과,1000,,247.7,,,,,,66,,20,9.85,17,197,37,5.32
경기,강남대,인문,정시(가),2021,유아교육과,1000,,828,,,55,75,70,67.67,,15,4.53,35,67.95,50,1.36
경기,강남대,인문,정시(가),2022,유아교육과,1000,,797,,,71,40,75,65.33,3,14,5.93,23,83.02,37,2.24
경기,강남대,인문,정시(가),2023,유아교육과,1000,,813,,,,,,81.3,,12,6.08,13,72.96,25,2.92
경기,강남대,인문,정시(가),2024,유아교육과,1000,,810.6,,,,,,81.1,,12,5.75,14,69,26,2.65
경기,강남대,무전공,정시(다),2021,융합자율전공학부,1000,,861,,,49,82,73,67.33,,6,8.5,9,51,15,3.4
경기,강남대,예체능,정시(다),2022,음악학(관현악),100,,41.1,,,27,,22,24.5,5,4,3.25,8,13,12,1.08
경기,강남대,인문,정시(나),2024,실버산업학과,1000,,799,,,,,,79.9,,13,4.54,23,59.02,36,1.64
경기,강남대,예체능,정시(다),2022,음악학(피아노),100,,34.5,,,18,,19,21,6,5,3.8,11,19,16,1.19
경기,강남대,예체능,정시(다),2023,음악학과(관현악),100,,21.3,,,,,,21.3,,5,1.8,3,9,8,1.13
경기,강남대,예체능,정시(다),2024,음악학과(관현악),1000,,,,,,,,,,1,1,0,1,1,1
경기,강남대,예체능,정시(다),2024,음악학과(성악),1000,,35.8,,,,,,35.8,,4,1.5,1,6,5,1.2
경기,강남대,예체능,정시(다),2023,음악학과(피아노),100,,23.8,,,,,,23.8,,5,2.2,3,11,8,1.38
경기,강남대,예체능,정시(다),2021,음악학전공(관현악),100,,11.2,,,25,,24,20.67,,4,3.25,2,13,6,2.17
경기,강남대,예체능,정시(다),2021,음악학전공(성악),,,3,,,,,,,,3,1,0,3,3,1
경기,강남대,예체능,정시(다),2021,음악학전공(피아노),100,,9.9,,,21,,16,12,,5,3,3,15,8,1.88
경기,강남대,자연,정시(가),2022,인공지능융합공학부,1000,,771.5,,,,72,56,66.5,4,47,5.74,37,269.78,84,3.21
경기,강남대,자연,정시(다),2023,인공지능융합공학부,1000,,800.5,,,,,,80.05,,89,5.57,70,495.73,159,3.12
경기,강남대,인문,정시(나),2021,사회복지학부(야),1000,,709,,,53,41,52,50.67,,27,3.04,47,82.08,74,1.11
경기,강남대,인문,정시(나),2021,기독교학과,1000,,717,,,51,56,70,64,,5,2.8,5,14,10,1.4
경기,강남대,인문,정시(나),2022,기독교학과,1000,,701,,,51,45,64,55.33,4,5,3.4,5,17,10,1.7
경기,강남대,자연,정시(나),2021,부동산건설학부,1000,,777,,,47,71,66,63,,56,2.66,59,148.96,115,1.3
경기,강남대,자연,정시(나),2022,부동산건설학부,1000,,742,,,,66,46,58.5,3,42,5.07,22,212.94,64,3.33
경기,강남대,자연,정시(나),2023,부동산건설학부,1000,,777.5,,,,,,77.75,,46,4.3,51,197.8,97,2.04
경기,강남대,자연,정시(나),2024,부동산건설학부,1000,,807.3,,,,,,80.7,,42,5.74,48,241.08,90,2.68
경기,강남대,인문,정시(가),2021,사회복지학부,1000,,813,,,43,46,64,62.33,,32,3.47,55,111.04,87,1.28
경기,강남대,인문,정시(가),2022,사회복지학부,1000,,798,,,75,17,68,60,3,20,6.3,27,126,47,2.68
경기,강남대,인문,정시(가),2023,사회복지학부,1000,,812,,,,,,81.2,,17,7.94,35,134.98,52,2.6
경기,강남대,인문,정시(가),2024,사회복지학부,1000,,823.8,,,,,,82.4,,17,7.71,28,131.07,45,2.91
경기,강남대,자연,정시(다),2024,인공지능융합공학부,1000,,818.4,,,,,,81.8,,80,5.73,129,458.4,209,2.19
경기,강남대,인문,정시(나),2022,사회복지학부(야),1000,,683,,,40,50,53,54.33,4,18,5.56,13,100.08,31,3.23
경기,강남대,인문,정시(나),2023,사회복지학부(야),1000,,718,,,,,,71.8,,16,7,18,112,34,3.29
경기,강남대,인문,정시(나),2024,사회복지학부(야),1000,,750,,,,,,75,,24,5.29,28,126.96,52,2.44
경기,강남대,예체능,정시(다),2021,스포츠복지전공,300,,178.8,,,40,24,42,42,,18,8.78,24,158.04,42,3.76
경기,강남대,예체능,정시(다),2022,스포츠복지전공,300,,180.3,,,42,9,56,40,4,16,,15,0,31,0
경기,강남대,예체능,정시(다),2023,스포츠복지학과,300,,196.8,,,,,,65.6,,14,16.43,9,230.02,23,10
경기,강남대,예체능,정시(다),2024,스포츠복지학과,1000,,189.9,,,,,,63.3,,14,14.36,19,201.04,33,6.09
경기,강남대,인문,정시(나),2021,실버산업학과,1000,,799,,,45,75,62,61.33,,17,4.41,22,74.97,39,1.92
경기,강남대,인문,정시(나),2022,실버산업학과,1000,,751,,,69,31,62,54,3,13,5.92,12,76.96,25,3.08
경기,강남대,인문,정시(나),2023,실버산업학과,1000,,782,,,,,,78.2,,9,7.33,3,65.97,12,5.5
경기,경기대,자연,정시(다),2024,사회에너지시스템공학과,100,,82.137,,,,,,79.5,,39,5.56,49,216.84,88,2.46
경기,경기대,자연,정시(다),2022,스마트시티공학부,100,,78.13,,,61,76,75.9,78.13,3,45,8.64,25,388.8,70,5.55
경기,경기대,자연,정시(다),2021,스마트시티공학부,100,,79.3,,,63,72.45,71,79.35,,46,3.9,51,179.4,97,1.85
경기,경기대,자연,정시(다),2024,수학과,100,,80.355,,,,,,77.25,,9,6.22,20,55.98,29,1.93
경기,경기대,자연,정시(다),2023,수학과,,,,,,,,,87.395,,13,8.38,11,108.94,24,4.54
경기,경기대,자연,정시(다),2022,수학과,100,,79.45,,,61,84,72.45,79.45,3,17,6.24,10,106.08,27,3.93
경기,경기대,자연,정시(다),2021,수학과,100,,77.7,,,65,81.65,66,77.76,,12,4.9,27,58.8,39,1.51
경기,경기대,자연,정시(다),2022,산업시스템공학전공,100,,79.24,,,63,79,77.05,79.24,3,26,6.73,11,174.98,37,4.73
경기,경기대,인문,정시(다),2024,산업경영정보공학과,100,,81.19,,,,,,79.5,,41,5.27,47,216.07,88,2.46
경기,경기대,인문,정시(다),2023,산업경영정보공학과,,,,,,,,,85.31,,36,5.61,30,201.96,66,3.06
경기,경기대,인문,정시(다),2021,산업경영정보공학과,100,,77.7,,,63,80,66,77.78,,35,6.2,32,217,67,3.24
경기,경기대,자연,정시(다),2023,스마트시티공학부,,,,,,,,,84.815,,26,5.65,28,146.9,54,2.72
경기,경기대,자연,정시(다),2023,사회에너지시스템공학과,,,,,,,,,84.072,,42,5.02,33,210.84,75,2.81
경기,경기대,인문,정시(다),2024,사학과,100,,78.5,,,,,,79,,13,7.46,29,96.98,42,2.31
경기,경기대,인문,정시(다),2023,사학과,,,,,,,,,83.1,,12,8,10,96,22,4.36
경기,경기대,인문,정시(다),2022,사학과,100,,76.9,,,78,58,79,76.9,3,11,9.45,9,103.95,20,5.2
경기,경기대,인문,정시(다),2021,사학과,100,,81.7,,,76,80,82,81.7,,8,7.3,12,58.4,20,2.92
경기,경기대,인문,정시(다),2024,법학과,100,,78.8,,,,,,76.5,,18,4.83,28,86.94,46,1.89
경기,경기대,인문,정시(다),2023,법학과,,,,,,,,,84,,18,6.06,18,109.08,36,3.03
경기,경기대,자연,정시(다),2024,바이오융합학부,100,,78.692,,,,,,76.5,,35,4.06,50,142.1,85,1.67
경기,경기대,자연,정시(다),2023,바이오융합학부,,,,,,,,,89.327,,32,7.63,37,244.16,69,3.54
경기,경기대,자연,정시(다),2022,바이오융합학부,100,,79.18,,,71,74,75,79.18,3,30,6.87,70,206.1,100,2.06
경기,강남대,인문,정시(나),2024,중등특수교육과,1000,,772,,,,,,77.2,,5,4.2,4,21,9,2.33
경기,강남대,인문,정시(나),2021,정경학부,1000,,636,,,38,52,43,48.33,,53,2.64,55,139.92,108,1.3
경기,강남대,인문,정시(나),2022,정경학부,1000,,767,,,69,44,65,61.67,3,49,6.71,37,328.79,86,3.82
경기,강남대,인문,정시(나),2023,정경학부,1000,,801,,,,,,80.1,,41,4.71,35,193.11,76,2.54
경기,강남대,인문,정시(나),2024,정경학부,1000,,788,,,,,,78.8,,41,3.78,59,154.98,100,1.55
경기,강남대,인문,정시(가),2022,정경학부(야),1000,,636,,,47,27,53,47.33,4,60,4.52,49,271.2,109,2.49
경기,강남대,인문,정시(가),2023,정경학부(야),1000,,723,,,,,,72.3,,44,8.25,63,363,107,3.39
경기,강남대,인문,정시(가),2024,정경학부(야),1000,,730,,,,,,73,,42,4.79,52,201.18,94,2.14
경기,강남대,인문,정시(나),2021,중등특수교육과,1000,,864,,,49,92,67,72.67,,7,3.57,6,24.99,13,1.92
