region,university,category,admission_type,year,department,perfect_score,convert_50_cut,convert_70_cut,grade_50_cut,grade_70_cut,korean,math,inquiry,average,english,recruitment_count,competition_rate,additional_pass,total_apply,pass_num,real_competition_rate
대전,한남대,인문,정시(가),2024,국어국문ㆍ창작학과,300,,238,,,,,,79.33,,11,3.6,9,39.6,20,1.98
대전,한남대,인문,정시(가),2023,국어국문ㆍ창작학과,300,,225,,,,,,75,,9,3.4,3,30.6,12,2.55
대전,한남대,인문,정시(가),2022,국어국문ㆍ창작학과,300,,180.4,,,53,37,54.5,36,4,9,2.11,6,18.99,15,1.27
대전,한남대,인문,정시(가),2021,국어국문ㆍ창작학과,300,,215.5,,,72,52,47.5,57.17,,9,1.33,4,11.97,13,0.92
대전,한남대,인문,정시(나),2024,국어교육과,300,,255,,,,,,85,,4,3.8,2,15.2,6,2.53
대전,한남대,인문,정시(나),2023,국어교육과,300,,261,,,,,,87,,6,3.7,5,22.2,11,2.02
대전,한남대,인문,정시(나),2022,국어교육과,300,,223.9,,,67,42,53,58.5,3,10,2.2,7,22,17,1.29
대전,한남대,인문,정시(나),2021,국어교육과,300,,222.4,,,65,68,65,66,,13,2.08,15,27.04,28,0.97
대전,한남대,인문,정시(나),2024,교육학과,300,,249,,,,,,83,,2,3.5,1,7,3,2.33
대전,한남대,인문,정시(나),2023,교육학과,300,,232,,,,,,77,,8,5,3,40,11,3.64
대전,우송대,인문,정시(다),2024,철도경영학과,165.6,,170.4,,,,,,,,4,4.3,7,17.2,11,1.56
대전,충남대,인문,정시(가),2024,한문학과,300,,168.58,,,,,,71.95,,7,6.7,7,46.9,14,3.35
대전,충남대,자연,정시(가),2021,항공우주공학과,300,,167.7,,,73.6,59.8,65.8,67.9,,17,2.7,25,45.9,42,1.09
대전,충남대,자연,정시(나),2022,항공우주공학과,300,,171.33,,,67,74.4,68,74.63,3,15,4.47,2,67.05,17,3.94
대전,충남대,자연,정시(나),2023,항공우주공학과,,174.84,173.9,,,76.08,83,71.35,76.81,2.31,14,4.21,16,58.94,30,1.96
대전,충남대,자연,정시(나),2024,항공우주공학과,300,,172.84,,,,,,76.78,,10,4.5,14,45,24,1.88
대전,충남대,자연,정시(가),2021,해양안보학(남),300,,160.1,,,61,76.2,58.1,63.85,,22,0.8,,17.6,22,0.8
대전,우송대,예체능,정시(가),2023,제과제빵·조리전공,,,,,,,,,162,4,1,12,2,12,3,4
대전,우송대,예체능,정시(가),2024,제과제빵·조리전공,168.4,,168.4,,,,,,,,1,9,2,9,3,3
대전,우송대,자연,정시(다),2021,철도건설시스템전공,200,,130,,,,,,,,3,8.3,18,24.9,21,1.19
대전,우송대,자연,정시(다),2022,철도건설시스템전공,,165.2,155,,,,,,,,3,9,10,27,13,2.08
대전,우송대,자연,정시(다),2023,철도건설시스템전공,,,,,,,,,152.8,4,5,4.6,4,23,9,2.56
대전,우송대,자연,정시(다),2024,철도건설시스템전공,144.8,,155.5,,,,,,,,10,3.5,13,35,23,1.52
대전,우송대,인문,정시(다),2021,철도경영학과,200,,170,,,,,,,,3,9.3,13,27.9,16,1.74
대전,우송대,인문,정시(다),2022,철도경영학과,,121.3,87,,,,,,,,3,3.7,7,11.1,10,1.11
대전,우송대,인문,정시(다),2023,철도경영학과,,,,,,,,,172.3,3.3,3,11.3,4,33.9,7,4.84
대전,한남대,인문,정시(나),2022,교육학과,300,,192,,,51,37,54,54.75,4,10,2,7,20,17,1.18
대전,우송대,자연,정시(가),2021,철도소프트웨어전공,200,,165,,,,,,,,1,12,1,12,2,6
대전,우송대,자연,정시(가),2022,철도소프트웨어전공,,155.9,125,,,,,,,,6,3.7,14,22.2,20,1.11
대전,우송대,자연,정시(가),2023,철도소프트웨어전공,,,,,,,,,144.4,4.4,5,4.8,10,24,15,1.6
대전,우송대,자연,정시(가),2024,철도소프트웨어전공,150.4,,160.5,,,,,,,,6,6.5,15,39,21,1.86
대전,우송대,자연,정시(다),2021,철도전기시스템전공,200,,167,,,,,,,,6,6.8,10,40.8,16,2.55
대전,우송대,자연,정시(다),2022,철도전기시스템전공,,101,101,,,,,,,,1,8,6,8,7,1.14
대전,우송대,자연,정시(다),2023,철도전기시스템전공,,,,,,,,,163.5,3.8,4,9.8,11,39.2,15,2.61
대전,우송대,자연,정시(다),2024,철도전기시스템전공,139.2,,154.5,,,,,,,,2,5.5,5,11,7,1.57
대전,우송대,자연,정시(나),2021,철도차량시스템학과,200,,167,,,,,,,,4,9,11,36,15,2.4
대전,우송대,자연,정시(나),2022,철도차량시스템학과,,130.1,116.3,,,,,,,,11,4.4,29,48.4,40,1.21
대전,우송대,자연,정시(나),2023,철도차량시스템학과,,,,,,,,,167.2,3.6,4,10,4,40,8,5
대전,우송대,자연,정시(나),2024,철도차량시스템학과,167.2,,173.9,,,,,,,,7,4.9,7,34.3,14,2.45
대전,우송대,자연,정시(다),2022,컴퓨터·소프트웨어전공,,137.7,108,,,,,,,,7,4,20,28,27,1.04
대전,우송대,자연,정시(다),2023,컴퓨터·소프트웨어전공,,,,,,,,,157.8,2.8,3,13.7,9,41.1,12,3.43
대전,충남대,자연,정시(나),2022,화학공학교육과,300,,165.75,,,64.2,72.3,48.8,66.68,3.7,12,4.25,3,51,15,3.4
대전,충남대,예체능,정시(나),2024,회화과(한국화),200,,97.6,,,,,,46.25,,1,3,1,3,2,1.5
대전,충남대,자연,정시(가),2024,환경소재공학과,300,,174.5,,,,,,74,,8,6.1,10,48.8,18,2.71
대전,충남대,자연,정시(가),2023,환경소재공학과,300,175.07,174.1,,,55.67,79.44,73.5,69.5367,2.22,9,7.33,8,65.97,17,3.88
대전,충남대,자연,정시(가),2022,환경소재공학과,300,,164.99,,,59,74.2,58.65,66.53,3,10,6.1,16,61,26,2.35
대전,충남대,자연,정시(나),2021,환경소재공학과,300,,155.8,,,54.6,57,61.1,59.95,,10,3.5,15,35,25,1.4
대전,충남대,자연,정시(나),2024,환경공학과,300,,172.42,,,,,,72.1,,10,5.8,2,58,12,4.83
대전,충남대,자연,정시(나),2023,환경공학과,,173.31,172.74,,,76.38,81.25,72.34,76.6567,2.69,16,4.63,8,74.08,24,3.09
대전,충남대,자연,정시(나),2022,환경공학과,300,,167.25,,,63,73.6,64.7,68.73,2,17,4.29,5,72.93,22,3.32
대전,충남대,자연,정시(가),2021,환경공학과,300,,156.4,,,59,52,66.75,63.75,,16,3.4,11,54.4,27,2.01
대전,충남대,자연,정시(가),2024,화학과,300,,171,,,,,,71.9,,27,5.8,20,156.6,47,3.33
대전,충남대,자연,정시(가),2023,화학과,300,172.8,170.75,,,71.56,81.96,68.38,73.9667,2.32,25,4.52,28,113,53,2.13
대전,충남대,자연,정시(가),2022,화학과,300,,170.27,,,67,80.4,63.2,72.84,3,25,5.96,25,149,50,2.98
대전,충남대,자연,정시(나),2021,화학과,300,,164.1,,,70,53.8,68.2,69.35,,30,3,33,90,63,1.43
대전,충남대,자연,정시(나),2024,화학공학교육과,300,,170.73,,,,,,67.43,,12,3.9,4,46.8,16,2.93
대전,충남대,자연,정시(나),2023,화학공학교육과,,170.07,167.76,,,65.83,73.25,64.38,67.82,2.83,12,3.17,4,38.04,16,2.38
대전,한남대,자연,정시(나),2022,AI융합학과,300,,183.1,,,49,53,34,37.5,4,10,2.4,6,24,16,1.5
대전,충남대,자연,정시(나),2021,화학공학교육과,300,,163.6,,,71.2,54.5,65.5,66.25,,12,3.3,6,39.6,18,2.2
대전,충남대,인문,정시(나),2024,행정학부,300,,172.32,,,,,,77.9,,14,5.6,27,78.4,41,1.91
대전,충남대,인문,정시(나),2023,행정학부,300,175.97,173.53,,,81,72.72,82.89,78.87,2.17,19,5.11,30,97.09,49,1.98
대전,충남대,인문,정시(나),2022,행정학부,300,,174.68,,,82,64.6,76.55,77.67,3,23,5.78,24,132.94,47,2.83
대전,충남대,인문,정시(가),2021,행정학부,300,,178.4,,,79.6,80,81.9,80.95,,37,4,64,148,101,1.47
대전,충남대,자연,정시(가),2024,해양환경과학과,300,,168.36,,,,,,68,,6,6.8,1,40.8,7,5.83
대전,충남대,자연,정시(가),2022,해양안보학(남),300,,,,,,,,,,34,0.32,,10.88,34,0.32
대전,충남대,자연,정시(가),2023,해양환경과학과,300,169.57,169.05,,,79.33,76,68.11,74.48,2.78,9,5.22,3,46.98,12,3.92
대전,충남대,자연,정시(가),2022,해양환경과학과,300,,165.34,,,61,76,61,68.33,3,11,5.91,3,65.01,14,4.64
대전,충남대,자연,정시(나),2021,해양환경과학과,300,,160.3,,,62.2,62.2,61,63.15,,13,3.5,9,45.5,22,2.07
대전,충남대,자연,정시(가),2024,해양안보학전공(여자),300,,163.9,,,,,,69.75,,1,5,1,5,2,2.5
대전,충남대,자연,정시(가),2024,해양안보학전공(남자),300,,158.75,,,,,,64,,7,1.9,4,13.3,11,1.21
대전,충남대,자연,정시(가),2022,해양안보학(여),300,,,,,,,,,,3,1,,3,3,1
대전,충남대,자연,정시(가),2021,해양안보학(여),300,,,,,0,,,,,2,1,,2,2,1
대전,한남대,인문,정시(나),2022,경영정보학과,300,,193.9,,,47,42,51,51.5,4,8,4,3,32,11,2.91
대전,한남대,인문,정시(나),2021,교육학과,300,,205,,,57,49,53.5,53.17,,9,2.22,6,19.98,15,1.33
대전,한남대,인문,정시(나),2021,경찰학전공,300,,214.6,,,61,41,77,59.67,,6,3.5,7,21,13,1.62
대전,한남대,인문,정시(나),2024,경찰학과,300,,238,,,,,,79.33,,5,4.4,3,22,8,2.75
대전,한남대,인문,정시(나),2023,경찰학과,300,,236,,,,,,79,,6,4,3,24,9,2.67
대전,한남대,인문,정시(나),2022,경찰학과,300,,212.5,,,67,45,60.5,56.75,3,6,3.17,1,19.02,7,2.72
대전,한남대,인문,정시(가),2022,경제학전공,300,,181.9,,,39,40,52,48.75,4,10,3.1,10,31,20,1.55
대전,한남대,인문,정시(가),2021,경제학전공,300,,177.7,,,22,86,21,43,,22,1.86,20,40.92,42,0.97
대전,한남대,인문,정시(다),2024,경제학과,300,,232,,,,,,77.33,,10,8.1,28,81,38,2.13
대전,한남대,인문,정시(가),2023,경제학과,300,,203,,,,,,68,,13,2.5,9,32.5,22,1.48
대전,한남대,인문,정시(가),2024,경영학과,300,,222,,,,,,74,,17,3.8,18,64.6,35,1.85
대전,한남대,인문,정시(가),2023,경영학과,300,,207,,,,,,69,,21,2.9,29,60.9,50,1.22
대전,한남대,인문,정시(가),2022,경영학과,300,,204.4,,,57,51,58,54.5,4,15,4.13,11,61.95,26,2.38
대전,한남대,인문,정시(가),2021,경영학과,300,,208,,,41,65,68.5,58.17,,21,2.95,30,61.95,51,1.21
대전,한남대,인문,정시(나),2024,경영정보학과,300,,233,,,,,,77.67,,8,8.4,6,67.2,14,4.8
대전,한남대,인문,정시(가),2023,경영정보학과,300,,182,,,,,,61,,10,3.7,7,37,17,2.18
대전,충남대,인문,정시(가),2023,한문학과,300,169.22,168.91,,,73.5,60.38,80.19,71.3567,2.25,8,7,1,56,9,6.22
대전,한남대,자연,정시(나),2024,건축학과(5년제),300,,242,,,,,,80.67,,8,5.3,7,42.4,15,2.83
대전,한남대,자연,정시(나),2023,건축학과(5년제),300,,218,,,,,,73,,6,5.2,1,31.2,7,4.46
대전,한남대,자연,정시(나),2022,건축학과(5년제),300,,203.5,,,59,47,39,44,4,7,4.29,7,30.03,14,2.15
대전,한남대,자연,정시(나),2021,건축학과(5년제),300,,215.3,,,67,32,70.5,56.5,,7,2.86,14,20.02,21,0.95
대전,한남대,자연,정시(가),2024,건축공학전공,300,,227,,,,,,75.67,,7,4.9,7,34.3,14,2.45
대전,한남대,자연,정시(나),2023,건축공학전공,300,,212,,,,,,71,,5,4,6,20,11,1.82
대전,한남대,자연,정시(나),2022,건축공학전공,300,,189.7,,,42,58,39.5,44.25,4,5,2.4,1,12,6,2
대전,한남대,자연,정시(나),2021,건축공학전공,300,,197.5,,,49,68,47.5,54.83,,5,1.6,2,8,7,1.14
대전,한남대,자연,정시(가),2024,간호학과,300,,254,,,,,,84.67,,20,4.8,20,96,40,2.4
대전,한남대,자연,정시(가),2023,간호학과,300,,248,,,,,,83,,25,4.1,19,102.5,44,2.33
대전,한남대,자연,정시(가),2022,간호학과,300,,232.9,,,61,67,60.5,64.75,3,21,3.86,23,81.06,44,1.84
대전,한남대,자연,정시(가),2021,간호학과,300,,242.5,,,51,92,70.5,71.17,,18,5.39,31,97.02,49,1.98
대전,한남대,자연,정시(다),2024,AI융합학과,300,,232,,,,,,77.33,,12,7.3,30,87.6,42,2.09
대전,한남대,자연,정시(가),2023,AI융합학과,300,,219,,,,,,73,,10,5.9,16,59,26,2.27
대전,충남대,자연,정시(가),2023,응용생물학과,300,176.08,175.04,,,69.22,79.33,71.78,73.4433,2.78,9,5.33,14,47.97,23,2.09
대전,충남대,의약학,정시(가)지역,2023,의예과,,204.71,204.26,,,96.31,99.81,96.9,97.6733,1.12,26,3.46,10,89.96,36,2.5
대전,충남대,의약학,정시(가),2023,의예과,300,206.17,205.87,,,94.55,100,97.63,97.3933,1,20,6.05,20,121,40,3.03
대전,충남대,의약학,정시(가)지역,2022,의예과,300,,207.69,,,98,99,94.5,97.17,1,26,3.27,8,85.02,34,2.5
대전,충남대,의약학,정시(가),2022,의예과,300,,208.17,,,97.5,99.5,95,97.59,1,26,5.5,44,143,70,2.04
대전,충남대,의약학,정시(가)지역,2021,의예과,300,,200,,,97,97.6,94.5,96.25,,27,3.3,3,89.1,30,2.97
대전,충남대,의약학,정시(가),2021,의예과,300,,202.2,,,96,98,97.5,97.05,,28,3.2,5,89.6,33,2.72
대전,충남대,인문,정시(나),2024,의류학과,300,,171.83,,,,,,69.75,,10,5.2,12,52,22,2.36
대전,충남대,인문,정시(나),2023,의류학과,,173.82,172.71,,,63.67,76.22,72.28,70.7233,2.61,18,5.06,18,91.08,36,2.53
대전,충남대,인문,정시(나),2022,의류학과,300,,167.44,,,59.4,70.4,63.7,66.93,3,15,5.33,9,79.95,24,3.33
대전,충남대,인문,정시(가),2021,의류학과,300,,163.3,,,65.6,76,71.9,74.55,,16,4.1,22,65.6,38,1.73
대전,충남대,자연,정시(나),2024,응용화학공학과,300,,175.86,,,,,,77.65,,22,3.9,11,85.8,33,2.6
대전,충남대,자연,정시(나),2023,응용화학공학과,,177.25,175.99,,,71.13,87.23,74.82,77.7267,2.27,30,3.47,13,104.1,43,2.42
대전,충남대,자연,정시(나),2022,응용화학공학과,300,,176.49,,,71.6,86,67,77.53,2.7,33,4,13,132,46,2.87
대전,충남대,자연,정시(가),2021,응용화학공학과,300,,172.5,,,74.4,65.6,74.5,75.6,,35,2.6,25,91,60,1.52
대전,충남대,자연,정시(가),2024,응용생물학과,300,,175.32,,,,,,70.55,,7,5.7,8,39.9,15,2.66
대전,충남대,인문,정시(가),2022,한문학과,300,,164.36,,,68.6,46.4,69.1,65.9,3,9,5.67,4,51.03,13,3.93
대전,충남대,자연,정시(가),2022,응용생물학과,300,,170.14,,,70.6,69.2,62.5,68.66,3,8,9.63,5,77.04,13,5.93
대전,충남대,자연,정시(나),2021,응용생물학과,300,,156.4,,,61.4,50.4,66.15,63.95,,10,3.6,11,36,21,1.71
대전,충남대,예체능,정시(가),2024,음악과(피아노),100,,37.46,,,,,,11.55,,25,1.4,7,35,32,1.09
대전,충남대,예체능,정시(가),2024,음악과(작곡),100,,46.35,,,,,,43.23,,2,2,0,4,2,2
대전,국립한밭대,인문,정시(나),2023,회계학과,500,,358.75,,,,,,71.75,,9,6.67,10,60.03,19,3.16
대전,국립한밭대,인문,정시(나),2022,회계학과,500,,340,,,47,69,71.5,62.5,4,11,4.64,6,51.04,17,3
대전,국립한밭대,인문,정시(가),2021,회계학과,500,,383,,,63,72,73,70.67,,12,2.58,9,30.96,21,1.47
대전,국립한밭대,인문,정시(가),2024,회계세무학과,500,,416.667,,,,,,83.33,,5,13.25,10,66.25,15,4.42
대전,국립한밭대,자연,정시(가),2023,화학생명공학과,500,,360.375,,,,,,72.075,,16,6.75,39,108,55,1.96
대전,국립한밭대,자연,정시(가),2022,화학생명공학과,500,,336.33,,,57,58,58.5,57.83,4,29,3.62,15,104.98,44,2.39
대전,국립한밭대,자연,정시(나),2021,화학생명공학과,500,,373.6,,,59,60,64,64.33,,30,3.6,27,108,57,1.89
대전,국립한밭대,자연,정시(나),2024,화학생명공학과,500,,392,,,,,,78.4,,12,10.25,17,123,29,4.24
대전,국립한밭대,자연,정시(나),2023,컴퓨터공학과,500,,393.125,,,,,,78.625,,11,5.64,16,62.04,27,2.3
대전,국립한밭대,자연,정시(나),2022,컴퓨터공학과,500,,367.63,,,87,53,57,65.67,2,15,3.93,5,58.95,20,2.95
대전,국립한밭대,자연,정시(가),2024,컴퓨터공학과,500,,408,,,,,,81.6,,8,7.71,6,61.68,14,4.41
대전,충남대,의약학,정시(가)지역,2024,의예과,300,,206.8,,,,,,97.3,,26,3.7,16,96.2,42,2.29
대전,충남대,의약학,정시(가),2024,의예과,300,,208.95,,,,,,96.25,,15,9.8,29,147,44,3.34
대전,충남대,인문,정시(나),2021,한문학과,300,,172.1,,,80,75,73,74.25,,12,5.6,8,67.2,20,3.36
대전,충남대,자연,정시(나),2024,토목공학과,300,,171.33,,,,,,75.75,,11,4.6,11,50.6,22,2.3
대전,충남대,자연,정시(나),2023,토목공학과,,174.47,173.04,,,74.07,83.64,72.89,76.8667,2.64,14,4.29,7,60.06,21,2.86
대전,우송대,인문,정시(나),2024,작업치료학과,152,,158.6,,,,,,,,2,4.5,3,9,5,1.8
대전,우송대,인문,정시(다),2023,작업치료학과,,,,,,,,,158.5,3.5,3,6,14,18,17,1.06
대전,우송대,인문,정시(다),2022,작업치료학과,,159.5,155,,,,,,,,3,4,1,12,4,3
대전,우송대,인문,정시(다),2021,작업치료학과,200,,135,,,,,,,,5,8.8,20,44,25,1.76
대전,우송대,자연,정시(다),2024,응급구조학과,162.4,,162.4,,,,,,,,1,6,3,6,4,1.5
대전,우송대,자연,정시(다),2022,응급구조학과,,168.7,165,,,,,,,,3,16.3,5,48.9,8,6.11
대전,우송대,자연,정시(다),2021,응급구조학과,200,,150,,,,,,,,5,11.8,23,59,28,2.11
대전,우송대,인문,정시(가),2024,유아교육과,107.2,,137.2,,,,,,,,6,3,6,18,12,1.5
대전,우송대,인문,정시(가),2024,외식조리전공,163.2,,169,,,,,,,,5,5.4,6,27,11,2.45
대전,우송대,인문,정시(가),2023,외식조리전공,,,,,,,,,173.1,3.1,4,9.5,7,38,11,3.45
대전,우송대,인문,정시(가),2022,외식조리전공,,182.1,178,,,,,,,,4,11.3,5,45.2,9,5.02
대전,우송대,인문,정시(다),2024,외식조리영양학부,,,,,,,,,,,,,,0,0,0
대전,우송대,인문,정시(가),2021,외식조리전공,200,,181,,,,,,,,4,13.3,0,53.2,4,13.3
대전,우송대,예체능,정시(다),2024,스포츠건강재활학과,171.2,,171.2,,,,,,,,2,16.5,0,33,2,16.5
대전,우송대,인문,정시(다),2021,언어치료·청각재활학과,200,,145,,,,,,,,2,10,4,20,6,3.33
대전,우송대,인문,정시(다),2022,언어치료·청각재활학과,,125.2,97,,,,,,,,14,1.9,13,26.6,27,0.99
대전,우송대,인문,정시(다),2023,언어치료·청각재활학과,,,,,,,,,120.3,4.9,9,2.8,1,25.2,10,2.52
대전,우송대,인문,정시(가),2024,언어치료·청각재활학과,89.2,,131.2,,,,,,,,11,3.2,24,35.2,35,1.01
대전,우송대,인문,정시(다),2021,"외식,조리경영전공",200,,167,,,,,,,,3,9,1,27,4,6.75
대전,우송대,인문,정시(다),2023,"외식,조리경영전공",,,,,,,,,163.5,3,2,8,6,16,8,2
대전,우송대,인문,정시(다),2024,"외식,조리경영전공",172,,172,,,,,,,,1,18,0,18,1,18
대전,우송대,인문,정시(다),2021,외식조리영양학부,200,,147,,,,,,,,3,5.3,7,15.9,10,1.59
대전,우송대,인문,정시(다),2022,외식조리영양학부,,158.5,150,,,,,,,,2,8.5,4,17,6,2.83
대전,우송대,인문,정시(다),2023,외식조리영양학부,,,,,,,,,106,5.5,1,8,7,8,8,1
대전,우송대,인문,정시(다),2022,"외식,조리경영전공",,174.5,174,,,,,,,,2,10.5,3,21,5,4.2
부산울산경남,부산외대,인문,정시(다),2023,유럽학부,735,,391,,,,,,32.8,,30,2.77,56,83.1,86,0.97
부산울산경남,부산외대,인문,정시(다),2022,유럽지역통상학과,735,,377,,,23,33,21,32.67,4,13,2,14,26,27,0.96
부산울산경남,부산외대,인문,정시(다),2021,유럽지역통상학과,735,,386,,,21,34,16,33.5,,16,1.63,10,26.08,26,1
부산울산경남,부산외대,인문,정시(나),2022,외교·국제개발학부,735,,370,,,16,5,21,24.67,3.89,35,0.49,0,17.15,35,0.49
부산울산경남,부산외대,인문,정시(가),2023,영어학부,735,,429,,,,,,47.5,,13,4.38,15,56.94,28,2.03
부산울산경남,부산외대,인문,정시(가),2022,영어학부,735,,396,,,10,2,17,35,3.06,22,2.55,34,56.1,56,1
부산울산경남,부산외대,인문,정시(가),2021,영어학부,735,,395,,,28,19,11,35.17,,27,2.11,38,56.97,65,0.88
부산울산경남,부산외대,예체능,정시(나),2023,영상콘텐츠융합학과,735,,412,,,,,,47.3,,2,10,2,20,4,5
부산울산경남,부산외대,예체능,정시(나),2022,영상콘텐츠융합학과,735,,379,,,18,23,21,29,3.75,8,2.5,13,20,21,0.95
부산울산경남,부산외대,예체능,정시(나),2021,영상콘텐츠융합학과,735,,406,,,25,19,6,33.5,,10,1.4,5,14,15,0.93
부산울산경남,부산외대,인문,정시(다),2023,아세안학부,735,,377,,,,,,24,,27,1.63,19,44.01,46,0.96
부산울산경남,부산외대,인문,정시(다),2022,아랍학과,735,,340,,,14,1,24,13.5,3.5,17,0.65,0,11.05,17,0.65
부산울산경남,부산외대,인문,정시(다),2021,아랍학과,735,,375,,,14,12,11,26,,14,1.07,2,14.98,16,0.94
부산울산경남,부산외대,예체능,정시(가),2023,스포츠재활학과,735,,420,,,,,,46.3,,4,4,1,16,5,3.2
부산울산경남,부산외대,예체능,정시(가),2021,스포츠재활학과,735,,381,,,22,15,31,24.33,,5,5.8,2,29,7,4.14
부산울산경남,부산외대,인문,정시(다),2021,이탈리아어과,400,,228,,,17,7,27,19.67,,18,1.39,7,25.02,25,1
부산울산경남,부산외대,자연,정시(가),2022,인공지능융합학과,735,,390,,,29,30,35,39.33,3.6,19,1,7,19,26,0.73
부산울산경남,부산외대,인문,정시(다),2021,인도네시아·말레이시아학과,735,,374,,,27,42,35,35,,19,0.53,0,10.07,19,0.53
부산울산경남,부산외대,인문,정시(다),2022,인도네시아·말레이시아학과,735,,411,,,30,22,42,43.5,3,22,0.41,0,9.02,22,0.41
부산울산경남,부산외대,인문,정시(다),2021,인도학과,735,,341,,,11,18,18,20.67,,19,1.26,6,23.94,25,0.96
부산울산경남,부산외대,인문,정시(가),2021,일본어융합학부,735,,376,,,25,29,27,31.17,,20,2.8,27,56,47,1.19
부산울산경남,부산외대,인문,정시(가),2022,일본어융합학부,735,,386,,,30,4,24,31,3.67,16,2.69,23,43.04,39,1.1
부산울산경남,부산외대,인문,정시(가),2023,일본어융합학부,735,,433,,,,,,50.7,,7,7.14,7,49.98,14,3.57
부산울산경남,부산외대,자연,정시(가),2023,전자로봇·보안학부,735,,363,,,,,,29.7,,23,1.17,4,26.91,27,1
부산울산경남,부산외대,자연,정시(가),2021,전자로봇공학과,735,,362,,,16,19,15,18.33,,31,0.74,0,22.94,31,0.74
부산울산경남,부산외대,자연,정시(나),2021,정보보호학과,735,,376,,,21,29,10,20.83,,22,1.41,9,31.02,31,1
부산울산경남,부산외대,인문,정시(가),2021,중국학부,735,,409,,,40,45,14,42.17,,15,1.67,11,25.05,26,0.96
부산울산경남,부산외대,인문,정시(가),2022,중국학부,735,,371,,,17,2,16,27.33,4.13,12,2.42,16,29.04,28,1.04
부산울산경남,부산외대,인문,정시(가),2023,중국학부,735,,368,,,,,,25.7,,27,2.22,35,59.94,62,0.97
부산울산경남,부산외대,인문,정시(다),2023,중동학부,735,,374,,,,,,30,,20,1.65,13,33,33,1
부산울산경남,부산대,자연,정시(가),2023,항공우주공학과,,694.96,693,,,,,,82.31,,16,3.44,22,55.04,38,1.45
부산울산경남,부산외대,예체능,정시(가),2021,사회체육학과,735,,337,,,24,7,34,21.5,,8,5.88,8,47.04,16,2.94
부산울산경남,부산외대,자연,정시(가),2021,컴퓨터공학과,735,,417,,,40,48,29,46.67,,17,1.18,3,20.06,20,1
부산울산경남,부산외대,인문,정시(다),2022,러시아학과,735,,370,,,20,20,10,18.5,3.75,21,1.67,20,35.07,41,0.86
부산울산경남,부산외대,인문,정시(다),2023,러시아학과,735,,369,,,,,,22.8,,14,1.79,13,25.06,27,0.93
부산울산경남,부산외대,인문,정시(다),2021,미얀마어과,735,,368,,,11,19,10,20.83,,22,0.5,0,11,22,0.5
부산울산경남,부산외대,인문,정시(나),2021,미주비즈니스학과,735,,379,,,36,0,26,32.17,,19,0.79,0,15.01,19,0.79
부산울산경남,부산외대,인문,정시(다),2021,베트남어과,735,,383,,,15,63,22,33.67,,24,0.96,0,23.04,24,0.96
부산울산경남,부산외대,인문,정시(다),2022,베트남어과,735,,383,,,27,13,17,31.5,3.43,23,0.74,2,17.02,25,0.68
부산울산경남,부산외대,자연,정시(가),2021,빅데이터학과,735,,340,,,25,2,6,19.5,,24,0.79,0,18.96,24,0.79
부산울산경남,부산외대,자연,정시(가),2022,빅데이터학과,735,,364,,,22,38,24,31,4.25,16,1,6,16,22,0.73
부산울산경남,부산외대,인문,정시(나),2021,사이버경찰학과,735,,323,,,3,0,19,15.83,,6,1.5,4,9,10,0.9
부산울산경남,부산외대,인문,정시(나),2022,사이버경찰학과,735,,336,,,13,1,13,19.33,4.43,10,2.2,12,22,22,1
부산울산경남,부산외대,인문,정시(나),2023,사이버경찰학과,735,,363,,,,,,22.3,,8,3,10,24,18,1.33
부산울산경남,부산외대,인문,정시(나),2021,사회복지학과,735,,404,,,36,24,34,38.33,,5,5,20,25,25,1
부산울산경남,부산외대,인문,정시(나),2023,사회복지학과,735,,380,,,,,,30.7,,9,2.11,10,18.99,19,1
부산울산경남,부산외대,예체능,정시(가),2024,사회체육전공,735,,353,,,,,,22,,23,1.96,22,45.08,45,1
부산울산경남,부산외대,예체능,정시(가),2024,스포츠재활전공,735,,408,,,,,,45.3,,5,4.4,14,22,19,1.16
부산울산경남,부산외대,예체능,정시(가),2022,사회체육학과,400,,193,,,19,1,21,18.67,4,5,2.2,1,11,6,1.83
부산울산경남,부산외대,예체능,정시(가),2023,사회체육학과,735,,335,,,,,,19.8,,18,1.72,10,30.96,28,1.11
부산울산경남,부산외대,인문,정시(나),2021,상담심리학과,735,,338,,,6,32,18,21,,5,3.6,14,18,19,0.95
부산울산경남,부산외대,인문,정시(나),2022,상담심리학과,735,,387,,,36,30,38,34.67,4,4,2.5,3,10,7,1.43
부산울산경남,부산외대,인문,정시(나),2023,상담심리학과,735,,387,,,,,,34.3,,11,1.55,7,17.05,18,0.95
부산울산경남,부산외대,인문,정시(나),2021,세무회계학과,735,,357,,,30,7,17,21.83,,32,0.81,0,25.92,32,0.81
부산울산경남,부산외대,자연,정시(가),2021,소프트웨어학부,735,,350,,,10,15,53,28.83,,26,2.15,30,55.9,56,1
부산울산경남,부산외대,자연,정시(가),2022,소프트웨어학부,735,,341,,,14,7,16,16.5,3.5,42,0.64,2,26.88,44,0.61
부산울산경남,부산외대,자연,정시(가),2023,소프트웨어학부,735,,367,,,,,,27.7,,24,2.04,25,48.96,49,1
부산울산경남,부산외대,자연,정시(나),2022,스마트융합보안학과,735,,367,,,22,30,17,32.5,3.57,17,1.06,2,18.02,19,0.95
